Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
247,Бремен,РБ Лейпциг,Флориан Бадстабнер,9.5,5.25,1.33,23,0,3,733,1261,-528,37,63,13,10,0,0,373,641,58,45,9,7,11,10,42,45,10,12,17,12,2,2,13,8,129,140,12,8,2,4,6,7,6,1,3-4-2-1,6.81,3-4-2-1,6.98,11.64,10.76,,,3.625,26.0,11.23076923076923,11.407407407407408,12.153846153846152,12.555555555555555
248,Штутгарт,Дортмунд,Роберт Шредер,4.1,4.1,1.75,24,1,0,793,1571,-778,49,51,13,11,4,2,494,499,46,51,16,22,11,12,39,50,16,15,12,17,3,8,13,8,140,139,13,17,3,7,9,9,4,8,3-4-2-1,6.9,4-2-3-1,7.0,13.18,14.25,,,3.8,27.3,12.23076923076923,12.407407407407408,10.928571428571429,10.77777777777778
249,Шальке 04,Аугсбург,Вред Осмерс,2.8,3.3,2.5,24,1,0,670,1308,-638,44,56,10,14,0,2,421,522,54,72,12,24,12,15,54,47,18,12,16,16,4,6,9,4,149,161,7,12,2,4,4,8,3,4,3-5-2,6.63,4-2-2-2,6.77,12.26,11.17,,,2.8181818181818183,25.0,11.785714285714286,12.555555555555555,12.0,11.555555555555555
250,Кельн,Майнц 05,Феликс Брых,2.9,3.3,2.45,28,1,1,1709,714,995,62,38,14,14,2,1,522,307,84,58,27,20,10,10,50,49,29,16,8,16,2,5,10,7,150,156,23,9,4,5,16,5,7,4,4-2-3-1,6.75,3-4-2-1,6.77,6.32,20.76,,,2.5384615384615383,23.76923076923077,13.384615384615383,12.333333333333334,13.923076923076923,14.851851851851851
251,Хоффенхайм,Леверкузен,Матиас Йолленбек,2.75,3.8,2.3,26,0,0,436,873,-437,45,55,14,12,1,1,507,619,61,62,20,12,16,25,52,62,17,14,20,21,1,1,11,12,162,154,2,5,0,3,1,4,1,1,3-1-4-2,6.83,3-4-2-1,6.93,14.88,11.32,,,2.0,25.75,14.0,13.555555555555555,11.923076923076923,13.148148148148149
252,РБ Лейпциг,Хоффенхайм,Мануэль Грефе,1.33,5.5,8.0,27,0,0,1494,306,1188,63,37,14,13,0,2,683,398,62,63,26,14,11,13,62,45,24,18,15,9,4,1,10,12,140,132,16,5,2,0,11,4,5,1,3-5-2,6.98,4-2-3-1,6.83,7.9,27.29,,,3.3076923076923075,21.846153846153847,12.928571428571429,12.464285714285714,13.142857142857142,13.571428571428571
253,Юнион Берлин,Штутгарт,Бенджамин Кортус,2.1,3.4,3.5,27,2,0,795,980,-185,44,56,15,12,2,3,425,542,79,56,17,13,7,16,45,50,14,20,15,8,4,4,13,8,157,158,9,9,4,2,8,5,1,4,3-1-4-2,6.83,3-4-2-1,6.89,12.18,14.35,,,4.555555555555555,28.77777777777778,13.0,12.857142857142858,12.571428571428571,12.428571428571429
254,Мгладбах,Э. Франкфурт,Дениз Айтекин,2.25,3.9,2.8,21,1,0,1110,1325,-215,36,64,11,10,2,4,325,569,67,53,22,26,17,12,49,45,18,11,13,17,7,8,9,10,144,144,21,16,4,4,14,10,7,6,4-4-2,6.87,3-4-1-2,6.93,20.17,7.32,,,5.0,34.0,11.0,11.892857142857142,15.142857142857142,14.107142857142858
255,Аугсбург,Билефельд,Маркус Шмидт,2.35,3.4,3.0,19,0,0,1046,944,102,51,49,10,9,4,1,443,424,67,64,26,22,6,6,52,57,25,25,14,20,7,3,16,12,169,171,10,9,3,1,5,6,5,3,4-4-2,6.76,4-3-3,6.76,10.83,10.15,,,4.2,22.9,11.142857142857142,11.642857142857142,13.923076923076923,11.928571428571429
256,Фрайбург,Шальке 04,Тобиас Райхель,1.6,3.9,5.75,27,2,0,1787,436,1351,57,43,15,12,2,1,474,357,59,36,19,9,16,10,53,45,12,11,19,18,3,4,10,10,129,124,13,4,8,2,9,3,4,1,3-4-3,6.83,3-5-2,6.64,7.93,15.25,,,2.0,26.0,12.428571428571429,12.964285714285714,13.384615384615383,12.464285714285714
257,Вольфсбург,Бавария М.,Феликс Цвайер,3.6,4.0,1.85,25,1,3,797,1374,-577,47,53,16,9,2,1,480,536,60,54,16,19,20,29,62,73,17,15,30,24,6,5,15,14,179,195,8,14,3,9,7,10,1,4,4-2-3-1,6.98,4-2-3-1,7.07,7.92,9.43,,,4.153846153846154,25.307692307692307,13.153846153846152,13.178571428571429,9.5,9.464285714285714
258,Леверкузен,Кельн,Сёрен Аисты,1.65,4.0,5.0,24,1,0,570,1753,-1183,42,58,12,12,1,1,388,508,46,67,10,27,11,16,51,40,18,10,14,11,2,3,1,4,144,154,8,13,5,2,7,9,1,4,3-4-2-1,6.93,4-2-3-1,6.75,18.71,16.0,,,3.555555555555556,27.666666666666668,14.285714285714286,13.107142857142858,11.357142857142858,12.392857142857142
259,Дортмунд,Бремен,Бастиан Данкерт,1.3,5.5,9.5,23,3,1,2317,438,1879,69,31,8,15,1,4,745,326,65,45,22,11,19,12,49,43,10,7,15,20,7,4,8,8,113,99,17,10,8,3,10,7,7,3,4-1-4-1,7.0,5-3-2,6.79,7.79,38.55,,,5.636363636363637,28.818181818181817,10.615384615384617,10.785714285714286,11.571428571428571,11.464285714285714
260,Майнц 05,Герта,Саша Стегеманн,2.38,3.3,3.1,31,1,1,1641,486,1155,55,45,18,13,2,3,472,379,53,78,25,7,16,8,53,52,15,19,14,15,6,4,10,11,162,153,16,7,9,5,11,6,5,1,3-1-4-2,6.79,3-1-4-2,6.78,8.54,15.0,,,3.4615384615384617,24.07692307692308,15.714285714285714,14.821428571428571,16.0,14.5
261,Кельн,РБ Лейпциг,Фрэнк Вилленборг,5.5,4.333333333333334,1.55,25,0,0,460,2577,-2117,28,72,9,16,2,3,255,642,62,34,13,25,9,14,62,48,29,20,15,8,0,8,13,5,121,130,5,25,3,6,3,17,2,8,4-4-1-1,6.74,4-2-2-2,6.99,34.64,5.81,,,4.777777777777778,26.444444444444443,13.428571428571429,12.379310344827584,12.0,12.517241379310343
262,Билефельд,Шальке 04,Кристиан Дингерт,1.85,3.6,4.2,26,0,0,981,524,457,44,56,14,12,3,5,314,392,61,69,12,16,15,26,69,74,26,34,20,13,4,2,13,9,159,162,15,5,5,0,9,2,6,3,4-3-3,6.77,3-4-1-2,6.63,7.86,12.31,,,4.6,24.5,10.2,11.827586206896552,13.285714285714286,12.448275862068966
263,Бавария М.,Леверкузен,Гвидо Винкманн,1.5,4.75,5.75,20,2,0,1746,322,1424,61,39,6,14,0,0,638,401,44,50,21,13,28,23,56,38,7,4,13,12,7,3,16,17,115,115,24,7,8,4,8,5,16,2,4-2-3-1,7.07,3-4-2-1,6.93,7.9,15.08,,,4.2727272727272725,23.727272727272727,9.428571428571429,9.448275862068966,11.928571428571429,13.06896551724138
264,Э. Франкфурт,Аугсбург,Роберт Шредер,1.29,5.75,9.5,26,1,0,1472,901,571,60,40,18,8,3,1,569,363,52,61,30,18,14,18,50,64,18,22,18,15,7,5,13,13,137,138,12,15,4,4,7,9,5,6,3-4-1-2,6.91,3-4-2-1,6.77,7.07,23.36,,,4.0,27.0,13.071428571428571,13.96551724137931,12.142857142857142,11.586206896551724
265,Хоффенхайм,Мгладбах,Дэниел Зиберт,2.63,3.6,2.5,14,0,2,1671,627,1044,54,46,9,5,3,0,506,423,61,59,25,14,15,10,31,56,11,20,11,20,5,4,18,13,143,146,19,6,6,2,13,4,6,2,4-3-3,6.83,4-4-2,6.88,13.35,21.73,,,3.5384615384615383,21.07692307692308,14.0,13.551724137931034,12.785714285714286,11.862068965517242
266,Дортмунд,Юнион Берлин,Даниэль Шлагер,1.45,4.75,6.5,22,1,0,1708,468,1240,52,48,12,10,2,1,515,463,48,52,12,16,18,13,48,36,11,10,15,11,4,3,9,8,114,128,20,5,11,1,16,2,4,3,4-1-4-1,7.01,4-2-3-1,6.83,21.86,19.63,,,4.1,26.2,10.428571428571429,10.689655172413794,12.714285714285714,12.93103448275862
267,Штутгарт,Вольфсбург,Феликс Брых,4.0,4.2,1.75,23,0,2,1079,715,364,61,39,12,11,3,0,588,368,41,68,10,8,34,12,52,61,10,10,11,32,4,1,15,16,169,142,10,13,4,4,7,8,3,5,3-4-2-1,6.89,4-2-3-1,6.97,10.47,9.08,,,2.571428571428572,24.071428571428573,12.285714285714286,12.413793103448276,13.2,13.275862068965518
268,Бремен,Майнц 05,Марко Фриц,3.2,3.3,2.25,20,0,1,1685,738,947,65,35,7,13,1,2,622,338,75,67,37,16,12,11,72,66,42,34,15,17,10,4,10,18,218,194,20,14,3,5,10,9,10,5,3-4-1-2,6.78,3-5-2,6.77,9.38,17.68,,,3.1818181818181817,25.0,11.357142857142858,11.586206896551724,13.928571428571429,14.93103448275862
269,Герта,Фрайбург,Бенджамин Кортус,2.2,3.3,3.3,23,2,0,713,1302,-589,39,61,10,13,4,3,365,555,59,42,10,23,15,17,50,38,12,8,14,10,4,6,13,8,116,128,13,13,6,4,7,8,6,5,4-3-3,6.78,3-4-3,6.85,21.06,7.96,,,4.6,28.6,13.0,14.448275862068966,13.5,13.03448275862069
270,Аугсбург,Кельн,Мартин Петерсен,2.8,3.3,2.5,30,0,3,1421,1117,304,53,47,17,13,2,3,426,383,66,61,24,19,20,21,63,76,25,32,17,16,6,3,11,15,149,137,13,15,5,6,12,11,1,4,4-4-2,6.76,4-1-4-1,6.75,8.38,14.82,,,4.222222222222222,21.0,11.066666666666666,11.466666666666669,11.4,12.266666666666667
271,Юнион Берлин,Бремен,Патрик Иттрих,2.05,3.4,3.8,18,0,0,1744,488,1256,54,46,10,8,0,0,482,412,68,62,35,12,8,10,57,50,24,22,23,15,11,2,9,11,172,159,16,9,6,6,10,6,6,3,3-5-2,6.82,3-5-2,6.78,8.45,26.09,,,3.2857142857142856,27.0,13.133333333333333,12.833333333333334,11.8,11.433333333333334
272,Майнц 05,Бавария М.,Вред Осмерс,10.0,6.5,1.25,27,2,0,426,1803,-1377,28,72,12,15,3,4,250,648,70,52,9,21,11,21,62,59,19,22,22,10,2,3,9,18,166,149,6,15,3,4,3,8,3,7,3-4-1-2,6.78,4-2-3-1,7.08,14.48,3.41,,,2.75,24.916666666666668,15.866666666666667,14.866666666666667,9.466666666666669,9.333333333333334
273,Фрайбург,Хоффенхайм,Мануэль Грефе,3.1,3.75,2.15,22,0,1,1181,1093,88,48,52,10,12,1,2,442,465,57,59,25,18,8,10,50,37,22,17,9,5,6,5,6,8,127,109,14,17,6,4,7,8,7,9,3-4-3,6.85,4-2-3-1,6.83,20.71,15.81,,,3.2142857142857144,22.214285714285715,12.6,13.033333333333331,13.133333333333333,13.4
274,Вольфсбург,Дортмунд,Тобиас Стилер,3.25,4.0,2.0,22,0,1,1346,515,831,53,47,10,12,1,3,453,405,45,67,27,10,9,18,39,39,10,9,13,10,10,2,9,20,136,140,21,8,2,4,11,7,10,1,4-2-3-1,6.97,4-2-3-1,7.01,11.11,13.69,,,3.5,26.0,13.357142857142858,13.2,10.933333333333334,10.733333333333333
275,Леверкузен,Э. Франкфурт,Феликс Цвайер,2.1,4.0,3.0,17,0,0,1532,831,701,51,49,9,8,1,1,536,501,68,60,16,22,24,19,54,40,11,8,18,17,5,6,6,12,151,156,19,13,9,5,13,10,6,3,4-2-3-1,6.93,3-4-2-1,6.92,18.29,11.3,,,4.071428571428571,25.285714285714285,14.133333333333333,13.1,14.8,14.1
276,РБ Лейпциг,Штутгарт,Дениз Айтекин,1.36,5.25,7.5,27,0,0,3453,67,3386,66,34,19,8,2,0,671,341,32,44,34,3,19,11,35,52,9,9,12,18,10,1,9,10,123,119,25,1,11,0,17,1,8,0,3-1-4-2,6.98,3-4-2-1,6.87,5.51,20.46,,,5.333333333333333,29.666666666666668,13.0,12.633333333333333,12.533333333333331,12.4
277,Мгладбах,Билефельд,Роберт Хартманн,1.6,4.0,5.5,19,3,0,2057,559,1498,63,37,11,8,1,1,634,369,46,52,14,7,30,7,47,44,16,11,7,17,4,1,4,10,130,119,20,9,12,4,15,5,5,4,3-4-1-2,6.88,4-4-2,6.77,12.88,18.57,,,3.7777777777777777,27.11111111111111,11.0,11.633333333333333,13.571428571428571,11.9
278,Шальке 04,Герта,Маркус Шмидт,6.0,4.5,1.5,20,1,1,515,1526,-1011,45,55,9,11,3,5,415,497,54,61,13,17,11,19,51,54,12,25,22,13,1,7,10,7,123,128,12,17,1,6,9,11,3,6,3-1-4-2,6.63,4-2-3-1,6.8,34.33,11.23,,,4.2727272727272725,22.545454545454547,11.666666666666666,12.433333333333334,15.8,14.3
279,Штутгарт,Аугсбург,Мануэль Грефе,2.05,3.5,3.5,26,1,0,984,1746,-762,57,43,14,12,0,0,521,365,53,63,13,37,16,12,68,52,41,20,8,9,2,12,12,15,136,169,16,21,7,9,12,12,4,9,3-4-2-1,6.87,4-4-2,6.76,7.46,12.58,,,3.2,22.2,12.266666666666667,12.258064516129032,11.866666666666667,11.64516129032258
280,Хоффенхайм,Шальке 04,Гвидо Винкманн,1.29,6.0,9.0,24,0,2,2528,319,2209,62,38,12,12,1,2,559,338,52,54,28,9,18,16,54,38,15,6,17,11,9,3,13,13,123,115,21,6,12,3,11,5,10,1,4-2-3-1,6.83,3-5-2,6.63,6.66,35.5,,,3.9166666666666665,23.416666666666668,13.666666666666666,13.35483870967742,13.2,12.32258064516129
281,Дортмунд,РБ Лейпциг,Дэниел Зиберт,2.25,3.75,2.88,21,1,0,905,1577,-672,44,56,8,13,1,1,409,526,61,51,17,25,15,23,49,41,9,11,18,13,7,7,14,10,136,136,15,14,4,8,11,7,4,7,4-2-3-1,7.01,3-1-4-2,6.98,16.12,8.92,,,3.5,20.571428571428573,10.533333333333331,10.774193548387096,12.266666666666667,12.838709677419354
282,Вольфсбург,Юнион Берлин,Матиас Йолленбек,1.8,3.6,4.5,17,1,0,1507,779,728,60,40,9,8,1,0,561,362,66,56,14,18,6,14,40,36,11,13,17,9,4,3,11,13,131,147,17,9,8,1,6,6,11,3,4-2-3-1,6.97,3-1-4-2,6.83,9.3,35.5,,,2.0,25.8,13.133333333333333,13.096774193548388,12.533333333333331,12.741935483870968
283,Бремен,Леверкузен,Маркус Шмидт,3.8,3.6,1.95,23,0,0,654,1340,-686,37,63,9,14,3,2,342,582,53,55,22,21,12,29,61,51,19,13,20,11,4,6,12,6,128,138,12,14,1,4,7,8,5,6,4-3-2-1,6.78,4-2-3-1,6.93,13.48,8.57,,,4.583333333333333,22.33333333333333,11.066666666666666,11.32258064516129,12.066666666666666,12.96774193548387
284,Бавария М.,Мгладбах,Тобиас Стилер,1.4,5.75,6.0,12,4,0,1710,544,1166,57,43,3,9,0,2,632,462,29,40,16,15,26,20,50,37,7,4,19,21,5,3,18,10,109,118,22,14,7,3,16,7,6,7,4-2-3-1,7.06,4-4-2,6.89,10.63,13.96,,,3.5384615384615383,25.692307692307693,9.2,9.516129032258064,12.266666666666667,11.612903225806452
285,Кельн,Фрайбург,Марко Фриц,1.91,3.75,3.75,31,0,2,963,824,139,55,45,15,16,2,2,395,315,63,59,16,12,9,13,73,46,29,19,20,6,3,2,8,10,119,135,18,11,2,6,8,9,10,2,4-1-4-1,6.76,4-2-2-2,6.84,10.0,10.87,,,3.1666666666666665,24.58333333333333,13.133333333333333,12.290322580645162,13.466666666666669,12.935483870967742
286,Э. Франкфурт,Майнц 05,Феликс Брых,1.91,4.0,3.6,24,0,1,1896,252,1644,73,27,10,14,2,0,669,241,46,67,36,12,22,22,57,56,15,10,15,25,8,2,5,17,165,135,14,6,3,3,10,2,4,4,3-5-2,6.91,3-4-2-1,6.79,5.57,19.41,,,2.6,24.0,13.4,13.903225806451612,13.866666666666667,14.774193548387096
287,Герта,Билефельд,Бастиан Данкерт,1.83,3.6,4.333333333333334,22,0,0,886,723,163,64,36,13,9,3,4,553,306,60,63,17,10,14,10,43,65,20,29,8,17,4,3,6,9,146,137,11,13,4,6,7,5,4,8,3-1-4-2,6.79,4-3-3,6.76,9.71,21.56,,,5.583333333333333,28.33333333333333,12.8,14.193548387096774,13.2,11.774193548387096
288,Билефельд,Хоффенхайм,Даниэль Шлагер,2.45,4.0,2.55,13,1,1,1303,1040,263,40,60,5,8,1,2,389,563,69,64,15,25,20,13,55,48,27,20,12,17,10,4,3,12,159,141,19,7,6,3,15,5,4,2,4-3-3,6.77,4-2-3-1,6.84,45.75,9.22,,,4.0,25.818181818181817,10.4375,11.6875,13.0625,13.3125
289,Леверкузен,Юнион Берлин,Патрик Иттрих,1.91,3.75,3.75,25,1,0,734,1092,-358,49,51,9,16,2,2,509,518,67,57,17,29,7,11,37,38,10,12,7,9,4,5,8,17,141,128,10,13,4,6,7,10,3,3,3-4-2-1,6.93,3-5-2,6.82,18.33,15.43,,,2.875,25.875,13.8125,13.0,12.25,12.59375
290,Мгладбах,Штутгарт,Саша Стегеманн,1.5,5.0,5.5,28,1,0,810,1134,-324,49,51,14,14,2,4,537,556,43,51,13,10,29,18,65,53,8,11,22,18,2,1,10,18,151,141,9,11,4,6,4,7,5,4,4-2-3-1,6.87,3-4-2-1,6.88,12.81,8.64,,,3.571428571428572,24.571428571428573,11.0,11.53125,12.25,12.3125
291,Аугсбург,Бремен,Роберт Шредер,2.4,3.25,3.0,30,0,0,551,1684,-1133,31,69,13,17,3,3,233,508,73,62,19,32,7,9,61,56,29,32,11,9,5,5,11,0,140,160,13,15,5,5,9,10,4,5,4-2-3-1,6.77,4-3-3,6.78,13.9,6.47,,,4.0,26.916666666666668,11.4375,11.65625,11.5625,11.25
292,Шальке 04,Э. Франкфурт,Свен Яблонски,11.0,7.0,1.22,20,1,1,574,2720,-2146,36,64,9,11,0,2,332,557,58,42,3,45,11,17,49,59,14,19,19,21,1,13,14,13,128,150,11,25,6,9,9,18,2,7,3-5-2,6.64,3-4-2-1,6.9,25.7,5.44,,,2.583333333333333,24.58333333333333,11.5,12.3125,14.375,13.78125
293,Герта,Кельн,Дениз Айтекин,2.9,3.2,2.5,23,0,0,369,1809,-1440,41,59,11,12,2,2,323,448,62,46,6,27,23,10,51,57,13,23,14,22,1,5,11,6,140,141,1,12,1,4,1,10,0,2,4-2-3-1,6.8,4-1-4-1,6.75,18.0,8.04,,,4.5,29.0,12.8125,14.15625,11.5,12.375
294,Фрайбург,Бавария М.,Флориан Бадстабнер,9.0,7.0,1.25,23,1,1,895,1289,-394,38,62,10,13,1,2,369,585,54,36,13,21,16,11,39,45,9,9,8,17,4,8,20,0,105,117,14,17,5,6,8,10,6,7,4-4-2,6.84,4-2-3-1,7.08,16.27,10.22,,,3.2222222222222223,25.666666666666668,12.4375,13.03125,9.8125,9.3125
295,Майнц 05,Дортмунд,Вред Осмерс,6.5,5.25,1.4,20,0,2,629,1190,-561,34,66,9,11,0,0,351,681,37,70,15,10,13,24,36,47,6,10,16,13,4,2,11,12,113,126,11,13,5,4,7,10,4,3,3-1-4-2,6.79,4-2-3-1,7.01,22.0,11.72,,,3.076923076923077,25.07692307692308,15.625,14.75,11.0,10.6875
296,РБ Лейпциг,Вольфсбург,Феликс Цвайер,2.0,3.6,3.6,28,0,2,2009,731,1278,64,36,13,15,3,3,519,287,50,54,25,9,20,18,60,67,18,21,16,21,11,3,7,17,161,139,13,13,4,5,11,6,2,7,3-5-2,6.97,4-2-3-1,6.97,6.08,12.91,,,3.933333333333333,24.73333333333333,13.375,12.84375,13.0625,12.96875
297,Хоффенхайм,Герта,Фрэнк Вилленборг,1.62,4.333333333333334,4.75,13,0,1,1457,592,865,56,44,8,5,0,0,555,426,58,52,21,11,17,17,34,45,10,8,15,22,4,3,11,10,133,132,21,9,4,5,13,7,8,2,4-2-3-1,6.84,4-2-3-1,6.8,12.7,22.07,,,4.8,26.3,13.5625,13.151515151515152,15.5,14.06060606060606
298,Кельн,Шальке 04,Дэниел Зиберт,1.36,5.5,7.0,26,0,0,2665,264,2401,66,34,14,12,1,2,482,249,57,73,36,7,11,23,61,61,26,18,19,18,8,4,20,13,161,152,21,6,10,0,16,4,5,2,4-2-3-1,6.75,3-5-2,6.65,3.28,17.06,,,3.4,20.6,13.25,12.363636363636363,13.125,12.212121212121213
299,Юнион Берлин,РБ Лейпциг,Гвидо Винкманн,3.8,4.0,1.85,26,0,0,760,1205,-445,37,63,15,11,2,1,346,583,60,55,18,17,10,22,48,52,16,16,19,10,7,3,13,12,159,156,10,19,4,8,6,12,4,7,3-5-2,6.82,4-3-3,6.97,12.83,9.0,,,3.8461538461538463,23.46153846153846,12.9375,12.696969696969695,12.3125,12.848484848484848
300,Бавария М.,Аугсбург,Маркус Шмидт,1.13,9.0,17.0,15,4,0,3069,335,2734,70,30,6,9,1,1,620,256,57,53,36,11,32,17,53,39,16,6,10,17,10,2,3,11,142,124,26,9,14,4,19,7,7,2,4-2-3-1,7.07,4-2-3-1,6.77,7.44,19.24,,,4.615384615384615,22.384615384615383,8.8125,9.424242424242424,11.875,11.696969696969695
301,Дортмунд,Леверкузен,Мануэль Грефе,1.53,4.75,5.25,14,1,0,948,1319,-371,52,48,6,8,0,0,582,521,42,33,11,11,17,15,36,27,3,2,13,9,3,6,7,10,116,108,9,16,3,7,6,9,3,7,4-2-3-1,7.01,4-2-3-1,6.93,22.23,19.19,,,3.0,22.4375,10.375,10.696969696969695,12.1875,12.87878787878788
302,Э. Франкфурт,Фрайбург,Кристиан Дингерт,2.0,4.333333333333334,3.1,17,0,0,1756,753,1003,51,49,7,10,1,0,509,492,54,63,30,18,11,20,47,40,16,12,16,9,8,1,11,12,141,141,16,11,10,6,9,7,7,4,3-4-2-1,6.9,4-4-2,6.84,12.76,22.92,,,4.909090909090909,24.63636363636364,13.1875,13.696969696969695,13.625,12.93939393939394
303,Штутгарт,Билефельд,Тобиас Стилер,2.2,4.0,2.88,23,0,0,1058,681,377,72,28,12,11,1,0,695,257,48,74,16,15,19,11,46,54,12,19,13,19,3,6,9,6,134,141,12,10,0,3,8,6,4,4,3-4-2-1,6.87,4-1-4-1,6.77,4.68,18.08,,,3.4285714285714284,24.714285714285715,12.375,12.363636363636363,12.9375,11.484848484848484
304,Вольфсбург,Майнц 05,Бастиан Данкерт,1.83,4.2,4.0,31,0,1,1708,861,847,61,39,12,19,3,3,504,313,51,36,24,18,9,20,53,50,9,20,19,12,7,7,14,14,144,140,16,16,5,7,9,14,7,2,4-2-3-1,6.97,3-1-4-2,6.78,5.81,11.73,,,5.6923076923076925,27.846153846153847,12.875,13.030303030303031,13.875,14.575757575757576
305,Бремен,Мгладбах,Феликс Брых,3.0,4.0,2.1,31,0,1,930,1378,-448,46,54,19,12,1,2,474,560,50,50,17,13,11,20,52,59,12,15,24,13,2,5,9,14,123,121,16,16,8,8,10,12,6,4,4-3-1-2,6.78,3-4-1-2,6.87,9.29,10.08,,,2.5625,24.0,10.9375,11.424242424242424,12.0625,11.606060606060606
