Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls
279,Мгладбах,Вольфсбург,Роберт Шредер,2.3,3.6,3.0,32,2,0,937,1104,-167,52,48,15,17,1,4,522,476,50,45,10,18,20,17,52,62,10,15,17,21,5,3,14,15,127,137,11,12,3,2,9,2,2,10,4-2-3-1,6.94,4-2-3-1,6.87,12.36,10.59,,,3.4285714285714284,27.0,12.466666666666669,12.548387096774194,15.266666666666667,14.32258064516129
280,Юнион Берлин,Падерборн,Бибиана Штайнхаус,1.75,4.0,4.333333333333334,33,1,0,905,933,-28,41,59,17,16,1,1,362,501,83,64,13,25,17,22,64,60,21,23,18,11,1,5,19,13,130,152,15,12,6,2,10,6,5,6,4-1-4-1,6.79,3-4-2-1,6.69,10.28,5.94,,,3.7142857142857135,23.285714285714285,15.466666666666669,15.35483870967742,12.066666666666666,12.774193548387096
281,Фрайбург,Герта,Тобиас Стилер,2.5,3.6,2.62,22,0,0,1081,502,579,49,51,6,16,0,2,401,409,48,71,23,19,11,10,41,42,15,17,8,13,5,5,11,14,124,114,19,11,6,5,11,6,8,5,4-2-2-2,6.9,4-4-1-1,6.81,21.42,16.5,,,3.6666666666666665,25.4,9.6,9.709677419354838,13.6,13.548387096774194
282,Бремен,Бавария М.,Вред Осмерс,13.0,7.5,1.16,22,0,1,252,2133,-1881,40,60,9,13,2,3,439,659,67,58,13,25,8,25,47,54,11,20,19,14,0,10,18,16,156,158,6,13,1,3,4,11,2,2,3-4-3,6.77,4-2-3-1,7.19,25.0,7.91,,,3.75,22.08333333333333,12.733333333333333,13.387096774193548,9.2,9.258064516129032
283,Э. Франкфурт,Шальке 04,Гвидо Винкманн,1.53,4.333333333333334,6.0,25,1,0,1970,584,1386,63,37,9,16,3,5,604,335,51,51,20,16,17,28,70,60,25,17,17,13,5,3,7,17,148,138,14,7,4,5,8,6,6,1,3-5-2,6.88,4-4-2,6.79,4.85,17.74,,,4.111111111111111,24.55555555555556,13.266666666666667,12.516129032258064,11.666666666666666,11.838709677419354
284,Леверкузен,Кельн,Свен Яблонски,1.5,4.75,5.5,28,2,0,1906,559,1347,67,33,12,16,2,2,662,299,71,69,11,17,19,14,60,54,20,23,12,14,7,3,8,14,137,140,13,8,6,1,9,5,4,3,4-2-3-1,6.97,4-2-3-1,6.81,9.06,16.88,,,4.727272727272728,27.09090909090909,11.066666666666666,11.516129032258064,14.4,14.419354838709678
285,Дортмунд,Майнц 05,Фрэнк Вилленборг,1.3,5.5,9.5,27,0,1,1981,438,1543,69,31,14,13,6,3,742,321,44,58,26,10,16,15,49,43,15,10,12,10,7,1,13,16,130,110,16,10,4,5,11,6,5,4,3-4-2-1,7.07,4-2-3-1,6.77,6.45,33.29,,,3.909090909090909,23.181818181818183,8.4,8.935483870967742,14.533333333333331,13.741935483870968
286,Аугсбург,Хоффенхайм,Дениз Айтекин,3.0,3.8,2.15,24,0,0,823,1582,-759,43,57,10,14,2,1,400,507,62,68,17,24,23,18,60,53,18,22,16,15,6,4,10,12,152,137,12,16,5,5,5,13,7,3,4-2-3-1,6.69,3-1-4-2,6.82,23.92,6.85,,,4.214285714285714,24.571428571428573,11.6,11.096774193548388,12.8,11.419354838709678
287,РБ Лейпциг,Фортуна,Мануэль Грефе,1.28,5.75,8.5,14,0,0,1555,522,1033,71,29,7,7,1,0,731,279,62,76,15,16,13,7,38,44,12,16,15,19,5,2,4,20,137,145,14,12,5,2,7,8,7,4,4-3-1-2,7.04,5-3-2,6.74,11.45,29.8,,,2.3076923076923075,19.0,10.6,11.064516129032258,13.6,12.258064516129032
288,Хоффенхайм,Юнион Берлин,Роберт Хартманн,1.45,4.75,6.0,25,3,0,1783,594,1189,59,41,10,15,1,3,526,365,57,62,18,14,16,5,50,45,18,19,9,16,6,4,13,7,130,121,16,7,8,2,9,3,7,4,3-1-4-2,6.83,3-4-1-2,6.79,13.4,15.23,,,3.0,22.444444444444443,10.125,11.5,15.25,15.40625
289,Кельн,Э. Франкфурт,Кристиан Дингерт,2.8,3.8,2.3,23,1,0,449,1337,-888,38,62,8,15,1,2,336,547,71,69,18,29,19,19,50,72,18,34,9,17,5,9,17,16,179,193,4,9,2,3,4,8,0,1,3-4-1-2,6.79,3-5-2,6.89,15.5,5.78,,,4.666666666666667,22.58333333333333,14.4375,14.46875,11.8125,12.40625
290,Майнц 05,Бремен,Мануэль Грефе,2.3,3.6,2.9,28,2,0,1090,1604,-514,39,61,13,15,2,3,313,489,55,57,15,32,30,17,74,67,28,20,13,28,7,8,7,6,127,151,20,18,12,6,14,14,6,4,4-2-3-1,6.78,3-4-3,6.77,12.13,5.19,,,2.2142857142857144,18.642857142857142,13.0,13.71875,14.0,13.25
291,Бавария М.,Фрайбург,Сёрен Аисты,1.28,6.25,9.0,21,3,1,2052,693,1359,61,39,13,8,0,0,633,398,52,55,21,16,13,9,48,39,21,10,12,13,8,2,8,12,130,123,23,11,9,3,11,8,12,3,4-2-3-1,7.19,4-2-2-2,6.9,10.87,18.74,,,4.375,26.625,9.3125,9.375,9.8125,9.59375
292,Шальке 04,Вольфсбург,Саша Стегеманн,6.0,4.5,1.5,28,0,1,610,1421,-811,49,51,12,16,4,3,372,384,52,61,12,13,28,18,68,63,9,19,29,27,2,4,11,11,135,143,11,10,3,5,9,7,2,3,4-4-2,6.79,4-4-2,6.86,7.93,6.51,,,4.428571428571429,22.928571428571427,12.0,11.96875,15.375,14.40625
293,Фортуна,Аугсбург,Дэниел Зиберт,1.7,3.9,4.75,26,1,1,1025,771,254,57,43,14,12,1,0,476,364,79,78,27,11,7,15,49,55,16,24,16,13,5,3,7,11,143,133,8,11,2,3,6,8,2,3,3-5-2,6.74,4-2-3-1,6.69,9.08,17.41,,,4.6,20.866666666666667,11.0,12.09375,10.625,11.0625
294,Герта,Леверкузен,Феликс Брых,5.5,4.75,1.5,29,1,0,700,1286,-586,31,69,14,15,4,3,266,592,81,54,17,26,17,20,57,43,14,14,19,8,5,4,16,5,133,155,14,12,5,2,8,8,6,4,4-1-4-1,6.81,4-2-3-1,6.97,16.23,5.42,,,4.375,22.3125,13.5,13.625,11.9375,11.53125
295,РБ Лейпциг,Дортмунд,Феликс Цвайер,2.15,3.75,3.2,20,0,1,1262,841,421,47,53,13,7,3,3,550,640,43,72,26,5,19,15,53,48,15,7,19,19,4,1,11,13,128,133,16,11,4,7,11,8,5,3,3-4-1-2,7.03,3-4-2-1,7.07,12.37,14.05,,,3.928571428571429,23.857142857142858,10.375,10.9375,9.4375,9.09375
296,Падерборн,Мгладбах,Тобиас Вельц,10.0,7.0,1.22,24,0,1,488,1712,-1224,49,51,11,13,4,2,433,456,56,48,14,11,22,12,45,52,10,6,14,28,3,5,4,6,135,109,11,22,1,11,5,14,6,8,3-4-1-2,6.69,4-2-3-1,6.95,19.14,8.71,,,5.333333333333333,30.666666666666668,13.4375,12.875,12.625,12.625
297,Юнион Берлин,Фортуна,Вред Осмерс,3.9,3.4,2.0,21,1,0,662,1861,-1199,42,58,15,6,0,1,358,456,74,56,14,40,15,18,49,82,22,39,17,15,6,10,12,11,156,157,11,27,5,2,5,14,6,13,4-1-4-1,6.78,3-4-3,6.74,12.05,10.76,,,3.8461538461538463,22.07692307692308,15.5625,15.393939393939394,13.1875,12.151515151515152
298,Леверкузен,Майнц 05,Бенджамин Кортус,1.36,5.75,7.0,20,1,0,1726,434,1292,67,33,10,10,1,1,650,314,49,46,23,10,20,34,56,58,12,16,19,13,11,4,8,10,130,132,13,6,2,1,8,3,5,3,4-2-3-1,6.96,4-2-3-1,6.79,5.47,23.05,,,3.272727272727273,27.181818181818183,11.125,11.636363636363637,14.4375,13.696969696969695
299,Дортмунд,Хоффенхайм,Гвидо Винкманн,1.83,4.333333333333334,3.75,12,0,2,612,1066,-454,59,41,7,5,1,0,684,457,61,43,18,21,18,23,35,38,5,7,12,10,2,5,10,16,112,105,7,16,4,7,1,13,6,3,3-4-3,7.07,3-5-2,6.84,16.76,24.2,,,4.5,24.6,8.75,9.030303030303031,12.875,11.454545454545457
300,Мгладбах,Герта,Дениз Айтекин,1.4,5.25,6.5,22,1,0,1717,415,1302,55,45,7,15,1,2,557,432,51,57,7,13,7,10,46,34,15,4,11,14,3,3,3,14,112,119,23,5,8,2,14,5,9,0,4-2-3-1,6.95,4-2-3-1,6.82,13.14,18.57,,,4.133333333333334,24.53333333333333,12.625,12.636363636363637,13.75,13.636363636363637
301,Э. Франкфурт,Падерборн,Бенджамин Брэнд,1.25,6.5,10.0,16,2,0,1240,671,569,61,39,13,3,0,1,554,353,62,67,26,16,15,15,47,48,19,9,15,16,6,2,10,16,141,144,13,17,4,5,10,11,3,6,3-4-1-2,6.89,3-4-1-2,6.69,6.93,18.95,,,3.0,20.0,13.0,12.484848484848484,12.3125,12.818181818181818
302,Аугсбург,РБ Лейпциг,Феликс Брых,6.0,5.75,1.4,22,0,1,283,1744,-1461,34,66,12,10,4,1,305,586,67,52,8,12,13,33,54,65,10,16,30,17,2,8,12,7,133,152,5,14,1,5,2,8,3,6,4-2-3-1,6.69,3-4-2-1,7.02,11.63,7.95,,,4.529411764705882,22.705882352941178,11.5,11.090909090909092,11.5,11.0
303,Фрайбург,Шальке 04,Мартин Петерсен,2.0,3.8,3.3,19,2,0,889,1222,-333,56,44,14,5,1,0,489,367,65,43,12,23,26,18,47,43,13,6,12,11,1,5,7,7,101,108,15,22,8,6,11,5,4,17,4-2-2-2,6.89,4-4-2,6.78,11.53,16.79,,,4.222222222222222,29.11111111111111,9.375,9.545454545454543,11.9375,11.969696969696969
304,Вольфсбург,Бавария М.,Патрик Иттрих,4.75,4.75,1.5699999999999998,22,0,2,459,2057,-1598,38,62,13,9,3,0,317,502,67,64,16,21,18,21,38,53,12,10,12,20,3,6,13,8,126,119,12,16,4,9,3,13,9,3,4-4-2,6.86,4-2-3-1,7.19,15.24,10.32,,,4.666666666666667,29.55555555555556,13.4375,14.454545454545457,9.4375,9.484848484848484
305,Бремен,Кельн,Бастиан Данкерт,1.53,4.5,5.25,38,3,0,1483,940,543,52,48,22,16,1,2,476,415,70,58,15,24,18,14,57,56,16,18,16,12,7,5,18,6,114,144,18,6,9,2,10,3,8,3,3-4-3,6.77,3-1-4-2,6.79,9.3,12.88,,,3.615384615384616,27.153846153846157,12.5,13.303030303030305,14.5,14.272727272727272
