Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
0,Фулхэм,Арсенал,Крис Кавана,5.0,4.0,1.66,24,0,1,342,1557,-1215,45,55,12,12,2,2,523,626,55,52,15,16,12,9,36,35,8,7,11,12,2,3,10,18,107,99,5,13,2,6,1,9,4,4,4-2-3-1,0.0,3-4-3,0.0,3.0,20.0,10.0,10.0,10.0,10.0,32.69,21.93,,
1,Кристал Пэлас,Саутгемптон,Джонатан Мосс,3.0,3.25,2.4,25,1,0,557,1496,-939,29,71,14,11,2,1,236,580,73,74,16,18,15,11,65,77,30,30,15,28,7,3,12,9,194,177,5,9,3,5,5,7,0,2,4-4-2,0.0,4-4-2,0.0,3.0,20.0,10.0,10.0,10.0,10.0,17.33,3.61,,
2,Ливерпуль,Лидс,Майкл Оливер,1.25,6.0,11.0,15,3,2,1752,395,1357,48,52,9,6,1,0,432,459,59,70,20,9,32,13,51,64,14,12,13,34,9,0,14,12,185,163,22,6,6,3,17,4,5,2,4-3-3,0.0,4-1-4-1,0.0,3.0,20.0,10.0,10.0,10.0,10.0,9.94,9.33,,
3,Вест Хэм,Ньюкасл,Стюарт Аттвелл,1.95,3.6,3.75,20,0,0,1213,1121,92,58,42,13,7,2,2,474,342,52,72,30,20,10,15,41,57,17,25,14,13,8,7,7,5,132,123,15,15,3,2,10,10,5,5,4-2-3-1,0.0,4-4-2,0.0,3.0,20.0,10.0,10.0,10.0,10.0,6.41,24.18,,
4,Вест Бромвич,Лестер,Энтони Тейлор,3.25,3.4,2.2,21,0,0,347,1594,-1247,35,65,12,9,1,1,336,604,68,51,9,17,12,12,35,46,16,9,7,17,2,5,10,14,134,132,7,13,1,7,3,11,4,2,5-4-1,0.0,4-1-4-1,0.0,3.0,20.0,10.0,10.0,10.0,10.0,19.11,10.53,,
5,Тоттенхэм,Эвертон,Мартин Аткинсон,2.0,3.4,3.8,22,0,0,965,1025,-60,51,49,15,7,1,0,552,529,44,73,24,12,8,20,38,65,18,15,9,19,5,3,4,19,138,116,9,15,5,4,8,10,1,5,4-2-3-1,0.0,4-3-3,0.0,3.0,20.0,10.0,10.0,10.0,10.0,11.33,16.26,,
6,Шеффилд Юнайтед,Вулверхэмптон,Майк Дин,3.2,2.9,2.55,20,0,2,1413,786,627,55,45,13,7,2,1,460,391,59,88,43,15,13,22,59,69,31,28,16,14,12,5,9,13,156,131,9,11,2,4,8,7,1,4,3-5-2,0.0,3-4-3,0.0,3.0,20.0,10.0,10.0,10.0,10.0,8.23,31.33,,
7,Брайтон,Челси,Крэйг Поусон,5.75,4.4,1.53,21,0,1,1021,678,343,52,48,8,13,1,0,507,465,64,65,14,13,16,12,46,42,10,13,17,16,4,3,15,25,136,122,13,10,3,5,7,7,6,3,3-5-2,0.0,4-2-2-2,0.0,3.0,20.0,10.0,10.0,10.0,10.0,9.34,12.7,,
8,Бернли,Манчестер Юнайтед,Кевин Френд,8.0,4.75,1.4,28,0,0,548,1522,-974,37,63,15,13,1,2,334,566,84,54,14,21,8,9,32,54,12,22,5,12,3,4,11,10,160,135,11,13,0,7,6,9,5,4,4-4-2,6.8,4-2-3-1,6.93,3.0,20.0,10.0,10.0,10.0,10.0,10.92,8.72,,
9,Манчестер Сити,Астон Вилла,Джонатан Мосс,1.28,6.0,10.0,19,0,0,2272,226,2046,69,31,10,9,0,2,628,285,40,64,29,7,23,13,55,45,21,11,14,14,16,2,11,15,124,109,28,11,9,4,20,6,8,5,4-3-3,7.04,4-2-3-1,7.09,3.0,25.0,10.0,10.0,10.0,10.0,8.24,22.29,,
10,Эвертон,Вест Бромвич,Майк Дин,1.5699999999999998,4.0,6.0,20,2,1,2357,549,1808,71,29,9,11,1,0,799,322,56,49,32,6,15,12,50,45,12,14,21,18,11,1,6,12,137,117,17,6,7,4,13,2,4,4,4-3-3,7.51,5-4-1,6.31,3.0,20.0,10.0,7.0,10.0,12.0,9.1,41.5,,
11,Лидс,Фулхэм,Энтони Тейлор,1.66,3.8,5.25,31,2,1,1327,965,362,50,50,13,18,1,2,444,438,66,47,20,18,17,29,69,70,18,20,22,18,5,3,10,16,174,153,10,14,7,6,8,7,2,7,4-1-4-1,6.69,4-2-3-1,6.51,2.0,21.0,10.0,6.0,10.0,12.0,7.62,9.42,,
12,Манчестер Юнайтед,Кристал Пэлас,Мартин Аткинсон,1.36,5.0,8.0,23,0,1,1952,637,1315,75,25,13,10,2,1,705,225,50,51,27,9,21,15,48,61,11,16,14,24,9,3,9,21,166,135,17,14,4,5,7,9,10,5,4-2-3-1,0.0,4-4-2,0.0,1.0,22.0,10.0,13.0,10.0,14.0,3.31,13.59,,
13,Арсенал,Вест Хэм,Майкл Оливер,1.45,4.5,7.0,24,1,1,1276,848,428,62,38,11,13,0,1,669,383,51,45,17,27,12,11,44,40,17,16,8,10,7,5,11,10,138,115,7,14,3,3,5,7,2,7,3-4-3,7.28,5-4-1,6.65,1.0,15.0,10.0,12.0,10.0,13.0,12.76,18.26,,
14,Саутгемптон,Тоттенхэм,Дэвид Кут,3.3,3.4,2.2,35,1,1,1394,730,664,53,47,17,18,4,3,460,419,58,63,12,6,14,14,52,61,16,31,8,8,3,2,8,5,150,157,14,9,7,6,9,7,5,2,4-4-2,6.81,4-3-3,6.6,3.0,20.0,10.0,11.0,10.0,15.0,8.67,10.78,,
15,Ньюкасл,Брайтон,Кевин Френд,2.5,3.25,2.9,31,0,2,708,1215,-507,47,53,16,15,3,0,386,444,60,80,20,9,4,7,47,40,21,15,10,8,7,1,9,11,138,122,6,13,0,6,3,6,3,7,4-4-2,7.22,3-4-3,6.72,3.0,28.0,10.0,7.0,10.0,8.0,11.95,10.84,,
16,Челси,Ливерпуль,Пол Тирни,3.4,3.9,2.0,16,0,0,319,2489,-2170,38,62,10,6,0,0,488,764,62,50,4,24,26,18,50,37,11,3,17,14,1,11,11,8,113,132,5,18,3,6,3,10,2,8,4-3-3,7.0,4-3-3,6.72,3.0,20.0,10.0,13.0,10.0,9.0,37.64,11.44,,
17,Лестер,Бернли,Ли Мейсон,1.5,4.333333333333334,6.5,24,1,1,1796,888,908,67,33,11,13,1,2,621,292,51,56,28,15,12,12,47,59,18,30,13,12,15,4,11,12,147,129,14,16,6,5,11,11,3,5,4-1-4-1,0.0,4-4-2,0.0,3.0,20.0,10.0,9.0,10.0,15.0,7.47,16.1,,
18,Астон Вилла,Шеффилд Юнайтед,Грэм Скотт,2.45,3.2,3.1,25,0,0,2350,242,2108,71,29,12,13,3,1,553,221,49,58,41,14,7,8,54,49,32,22,5,9,10,4,7,7,127,128,18,4,2,1,11,3,7,1,4-3-3,0.0,3-5-2,0.0,3.0,20.0,10.0,9.0,10.0,13.0,4.45,17.64,,
19,Вулверхэмптон,Манчестер Сити,Андре Марринер,7.0,4.5,1.44,15,0,2,378,1566,-1188,34,66,7,8,0,3,356,692,58,57,13,8,22,21,55,54,11,13,25,22,4,6,15,4,136,140,10,14,1,9,6,8,4,6,5-3-2,0.0,4-2-3-1,0.0,3.0,20.0,10.0,7.0,10.0,10.0,30.71,7.6,,
20,Брайтон,Манчестер Юнайтед,Крис Кавана,5.25,4.0,1.61,34,1,1,1921,492,1429,53,47,18,16,4,2,488,445,62,40,29,8,26,22,58,56,10,11,12,15,7,1,14,11,126,113,18,7,5,3,12,6,6,1,3-4-3,6.93,4-2-3-1,6.65,4.0,24.0,8.0,11.5,13.0,13.0,6.64,11.13,,
21,Кристал Пэлас,Эвертон,Кевин Френд,3.5,3.3,2.15,31,1,2,979,1162,-183,42,58,16,15,3,1,370,524,46,67,26,14,17,17,64,60,15,21,26,20,7,6,16,10,156,150,8,10,1,5,5,7,3,3,4-4-2,7.03,4-3-3,7.34,3.0,29.5,14.0,12.0,7.0,8.0,12.03,7.3,,
22,Вест Бромвич,Челси,Джонатан Мосс,6.5,4.75,1.44,24,3,0,392,2318,-1926,24,76,8,16,1,3,249,797,56,35,14,37,15,12,45,41,12,17,9,12,3,9,13,9,131,146,9,22,3,10,5,10,4,12,5-4-1,6.31,4-2-3-1,6.83,2.5,22.0,12.0,11.5,13.0,11.5,40.82,4.52,,
23,Бернли,Саутгемптон,Андре Марринер,3.3,3.4,2.2,18,0,1,1472,504,968,53,47,8,10,1,0,522,480,86,58,34,6,4,9,58,52,30,30,15,12,8,2,15,9,205,188,10,5,2,1,5,3,5,2,4-4-2,6.64,4-4-2,6.6,3.0,15.0,15.0,14.0,11.0,14.0,8.21,13.75,,
24,Шеффилд Юнайтед,Лидс,Пол Тирни,2.8,3.4,2.5,22,0,0,404,1766,-1362,36,64,18,4,2,1,327,578,50,71,15,25,15,14,62,60,23,25,23,13,5,7,7,7,142,170,14,17,4,9,9,9,5,8,3-5-2,6.53,3-1-4-2,6.76,0.0,16.0,13.0,13.0,6.0,9.5,11.55,8.94,,
25,Тоттенхэм,Ньюкасл,Питер Бэнкс,1.4,4.8,8.0,24,1,0,2609,324,2285,65,35,15,9,1,4,640,319,46,64,20,17,13,9,43,60,17,24,10,16,10,4,8,10,124,114,23,6,12,1,15,4,8,2,4-2-3-1,6.81,5-4-1,6.84,3.0,20.0,15.0,16.5,7.0,11.5,9.68,35.7,,
26,Манчестер Сити,Лестер,Майкл Оливер,1.28,5.75,9.5,21,1,1,2018,458,1560,71,29,13,8,1,3,680,267,48,56,27,7,16,7,37,56,10,15,12,23,3,3,8,8,129,109,16,7,5,7,6,4,10,3,4-2-3-1,7.05,5-4-1,7.1,1.0,19.5,10.0,9.0,9.0,10.0,5.33,25.08,,
27,Вест Хэм,Вулверхэмптон,Мартин Аткинсон,3.3,3.3,2.25,18,1,0,842,920,-78,36,64,7,11,0,1,367,626,61,53,9,18,21,31,70,65,19,22,24,17,1,3,12,8,128,143,15,11,7,2,13,4,2,7,5-4-1,6.67,3-4-3,6.9,2.0,22.5,13.0,13.0,7.0,7.0,21.76,8.19,,
28,Фулхэм,Астон Вилла,Стюарт Аттвелл,3.0,3.4,2.37,32,0,2,1553,564,989,65,35,18,14,6,3,538,302,68,72,43,8,36,12,64,71,19,20,9,23,5,3,7,11,154,123,16,12,3,5,11,10,5,2,3-4-3,6.61,4-3-3,7.26,4.0,20.0,12.0,15.0,9.0,10.5,5.96,9.3,,
29,Ливерпуль,Арсенал,Крэйг Поусон,1.44,5.25,6.0,18,2,1,2296,221,2075,66,34,11,7,2,2,772,395,67,58,22,8,12,8,31,38,6,12,10,11,7,3,6,7,143,138,21,4,8,3,12,3,9,1,4-3-3,6.99,3-4-3,7.2,1.0,21.0,9.0,7.5,12.0,11.5,8.83,35.86,,
30,Челси,Кристал Пэлас,Майкл Оливер,1.5,4.333333333333334,6.5,30,0,0,2115,475,1640,70,30,17,13,2,0,707,280,50,41,23,18,11,12,46,44,17,9,14,10,8,5,13,9,117,125,17,4,6,0,12,2,5,2,4-2-3-1,6.82,4-4-2,6.94,2.0,20.0,10.0,13.0,10.0,13.333333333333334,4.45,25.88,,
31,Эвертон,Брайтон,Саймон Хупер,1.75,3.75,4.75,27,2,1,1092,1418,-326,43,57,13,14,0,1,474,618,47,41,12,16,15,22,51,52,9,4,20,20,3,10,26,9,119,144,11,11,6,3,6,6,5,5,4-3-3,7.21,3-4-2-1,6.9,3.0,20.0,9.0,10.333333333333334,15.0,13.666666666666666,9.06,9.17,,
32,Лидс,Манчестер Сити,Майк Дин,8.0,6.5,1.28,23,0,1,1109,1535,-426,52,48,11,12,2,1,429,389,57,27,13,20,16,35,55,57,6,13,27,11,7,10,9,6,117,142,12,23,7,2,11,16,1,7,4-1-4-1,6.89,4-3-3,6.72,2.0,20.0,13.0,7.666666666666667,8.0,10.333333333333334,7.83,11.38,,
33,Ньюкасл,Бернли,Дэвид Кут,2.37,3.25,3.1,30,1,0,1007,1039,-32,47,53,13,17,2,3,416,455,76,79,15,20,13,6,51,60,23,33,5,13,3,4,5,10,156,168,10,7,5,3,6,6,4,1,4-4-2,6.87,4-4-2,6.74,7.0,35.0,16.0,10.666666666666666,13.0,12.0,20.75,9.42,,
34,Лестер,Вест Хэм,Энди Мэдли,1.75,4.0,4.2,18,0,2,1098,697,401,69,31,10,8,2,2,684,296,41,54,21,12,15,10,43,52,17,24,7,12,6,4,18,21,163,125,4,14,0,6,3,12,1,2,3-4-3,7.05,5-4-1,6.91,3.0,20.0,11.0,9.333333333333334,13.0,11.0,7.32,34.18,,
35,Саутгемптон,Вест Бромвич,Крис Кавана,1.85,3.75,4.0,29,1,0,1785,414,1371,61,39,19,10,2,1,522,325,65,59,13,9,12,16,50,54,13,12,21,18,5,1,15,17,176,165,13,5,7,2,8,3,5,2,4-4-2,6.71,4-2-3-1,6.48,5.0,29.0,17.0,12.666666666666666,11.0,10.333333333333334,5.09,15.84,,
36,Арсенал,Шеффилд Юнайтед,Ли Мейсон,1.5,4.2,7.0,12,0,0,1469,518,951,64,36,3,9,0,1,699,373,56,42,18,18,18,10,45,35,17,14,8,11,2,4,10,5,122,120,6,6,5,2,5,1,1,5,4-3-3,7.0,3-5-2,6.7,3.0,24.0,11.0,10.0,13.0,14.666666666666666,13.92,19.35,,
37,Вулверхэмптон,Фулхэм,Англия Даррен,1.75,3.4,5.25,23,0,0,980,806,174,47,53,15,8,1,1,478,524,53,55,18,28,14,12,33,48,12,9,9,14,6,2,9,5,107,116,14,10,5,2,7,6,7,4,3-5-2,6.78,4-2-3-1,6.63,3.0,20.0,7.0,8.333333333333334,18.0,16.0,14.59,21.21,,
38,Манчестер Юнайтед,Тоттенхэм,Энтони Тейлор,2.0,3.7,3.6,25,1,4,390,1635,-1245,38,62,14,11,2,1,416,672,25,53,9,8,24,15,53,50,10,3,15,23,2,4,11,12,118,102,5,22,2,8,2,16,3,6,4-2-3-1,6.71,4-3-3,6.84,2.5,26.0,13.0,14.0,18.0,16.0,19.88,6.68,,
39,Астон Вилла,Ливерпуль,Мартин Аткинсон,6.5,4.8,1.45,17,4,1,968,1362,-394,30,70,7,10,2,1,285,650,68,56,9,20,15,19,49,49,13,15,15,14,2,7,12,12,137,156,18,14,11,8,13,10,5,4,4-2-3-1,7.27,4-3-3,7.01,1.6666666666666667,21.0,12.0,11.666666666666666,6.0,8.666666666666666,14.6,4.76,,
40,Эвертон,Ливерпуль,Майкл Оливер,4.2,4.2,1.72,24,1,1,718,1736,-1018,41,59,15,9,3,2,380,524,74,65,12,20,12,22,51,52,19,11,16,18,2,5,1,3,145,147,11,22,5,8,6,15,5,7,4-3-3,7.16,4-3-3,6.86,2.0,22.5,11.0,11.0,8.0,9.0,14.1,8.72,,
41,Челси,Саутгемптон,Питер Бэнкс,1.53,4.6,5.5,20,2,1,1113,973,140,53,47,11,9,1,1,574,503,56,78,13,13,14,18,56,41,25,9,16,13,6,2,7,7,162,178,11,13,5,6,11,9,0,4,4-2-3-1,6.94,4-4-2,6.79,5.0,24.0,13.5,14.0,10.5,14.25,10.91,14.61,,
42,Манчестер Сити,Арсенал,Крис Кавана,1.5,4.75,5.5,25,1,0,1331,796,535,58,42,15,10,4,1,665,462,47,50,10,13,18,14,46,49,15,12,11,13,6,6,8,6,110,111,13,11,5,3,8,7,5,4,3-1-4-2,6.8,4-3-3,6.98,4.333333333333333,29.0,11.5,10.75,9.5,8.25,13.52,20.35,,
43,Ньюкасл,Манчестер Юнайтед,Крэйг Поусон,4.5,4.2,1.7,21,1,1,263,2196,-1933,36,64,9,12,1,1,358,629,63,47,10,19,18,21,62,55,19,21,18,14,0,7,17,16,146,138,7,28,4,14,3,15,4,13,4-1-4-1,6.89,4-2-3-1,6.5,2.5,19.5,14.5,11.25,14.5,14.0,12.14,6.06,,
44,Шеффилд Юнайтед,Фулхэм,Андре Марринер,2.25,3.2,3.5,14,0,0,1139,1273,-134,41,59,5,9,0,2,399,563,49,47,15,16,12,23,52,53,25,20,15,14,2,5,18,12,125,129,10,15,6,6,6,9,4,6,3-5-2,6.69,3-4-2-1,6.69,2.0,16.5,15.5,13.25,13.0,14.0,15.17,12.71,,
45,Кристал Пэлас,Брайтон,Стюарт Аттвелл,3.0,3.25,2.4,26,1,0,192,2175,-1983,34,66,13,13,3,2,280,544,58,63,12,17,10,14,58,55,20,18,19,15,2,5,3,7,134,149,1,20,1,3,1,12,0,8,4-4-2,6.78,3-4-2-1,6.81,6.5,26.0,15.0,13.25,14.5,13.75,13.59,6.39,,
46,Тоттенхэм,Вест Хэм,Пол Тирни,1.6,4.2,5.5,25,3,0,877,1130,-253,51,49,13,12,0,5,511,459,57,49,12,33,18,18,61,57,15,19,25,14,3,7,7,5,138,164,11,13,6,4,5,10,6,3,4-2-3-1,6.97,5-4-1,7.03,1.5,19.0,15.0,14.75,10.5,10.25,12.3,18.06,,
47,Лестер,Астон Вилла,Джонатан Мосс,2.35,3.6,2.87,36,0,0,1013,1127,-114,50,50,18,18,4,3,417,397,61,57,11,26,18,23,67,63,21,19,21,14,2,7,18,24,146,155,11,10,5,4,6,5,5,5,4-1-4-1,6.93,4-2-3-1,7.32,3.0,22.666666666666668,10.5,9.5,11.5,10.5,8.75,9.22,,
48,Вест Бромвич,Бернли,Энтони Тейлор,2.55,3.3,2.87,32,0,0,1190,1011,179,56,44,15,17,2,2,477,352,79,79,21,29,7,12,60,62,29,25,14,13,8,2,6,6,172,164,13,9,6,4,8,6,5,3,4-1-4-1,6.52,4-4-2,6.66,2.6666666666666665,25.666666666666668,10.0,10.25,15.0,13.25,8.25,13.32,,
49,Лидс,Вулверхэмптон,Дэвид Кут,2.4,3.4,2.9,25,0,0,1855,354,1501,67,33,13,12,2,1,553,269,61,68,37,10,15,20,41,61,10,20,14,14,8,3,12,21,147,144,13,7,2,3,13,4,0,3,4-1-4-1,6.86,3-5-2,6.81,6.0,32.5,12.0,8.5,9.0,10.0,5.5,12.0,,
50,Астон Вилла,Лидс,Пол Тирни,1.85,4.0,3.8,31,0,0,657,2125,-1468,40,60,14,17,2,2,305,445,62,64,14,20,15,12,60,46,17,13,14,14,6,5,13,12,132,131,12,27,4,9,7,20,5,7,4-2-3-1,7.29,4-4-1-1,6.83,2.6666666666666665,21.0,9.5,12.0,5.0,9.4,13.24,3.65,,
51,Вест Хэм,Манчестер Сити,Энтони Тейлор,6.5,5.25,1.4,20,1,0,222,2302,-2080,30,70,14,6,2,0,325,747,76,33,12,23,12,19,42,47,15,15,15,10,2,10,10,9,140,130,6,14,2,7,2,6,4,8,5-4-1,6.94,4-3-3,6.86,3.0,27.25,10.0,10.6,10.0,11.6,20.3,13.08,,
52,Фулхэм,Кристал Пэлас,Грэм Скотт,2.5,3.2,2.9,22,0,1,1736,864,872,64,36,11,11,0,1,643,366,37,54,29,7,21,17,52,51,9,5,19,22,4,4,10,10,131,114,16,14,3,10,10,11,6,3,4-3-2-1,6.74,4-4-2,6.76,4.0,25.0,15.0,13.0,11.5,13.2,6.24,21.53,,
53,Манчестер Юнайтед,Челси,Мартин Аткинсон,2.55,3.5,2.62,14,0,0,951,927,24,50,50,8,6,3,1,582,582,49,63,20,19,16,16,38,38,11,8,13,17,9,6,12,13,153,144,14,6,4,1,7,4,7,2,4-2-3-1,6.7,3-4-2-1,6.91,2.0,20.0,13.5,13.6,14.5,13.4,22.06,14.68,,
54,Ливерпуль,Шеффилд Юнайтед,Майк Дин,1.2,7.5,12.0,22,1,1,1787,777,1010,62,38,7,15,0,3,683,406,78,59,22,20,19,10,56,71,22,34,7,22,7,3,6,4,156,143,17,13,5,2,10,9,7,4,4-2-3-1,6.87,3-5-2,6.72,2.333333333333333,21.0,10.0,9.0,11.0,11.6,14.17,19.65,,
55,Саутгемптон,Эвертон,Кевин Френд,3.0,3.6,2.25,22,2,0,1190,907,283,54,46,11,11,1,2,610,509,35,41,16,21,26,21,52,48,5,10,18,15,4,5,8,11,116,130,13,6,6,2,10,3,3,3,4-4-2,6.78,4-3-3,7.08,3.333333333333333,30.0,18.0,13.2,11.0,11.8,13.88,11.69,,
56,Вулверхэмптон,Ньюкасл,Ли Мейсон,1.8,3.5,4.75,20,0,0,1677,311,1366,63,37,10,10,0,1,702,400,42,57,18,16,29,16,44,58,8,13,11,23,2,3,8,7,116,112,16,5,3,2,4,2,12,3,3-4-3,6.85,5-3-2,6.86,2.0,18.0,11.0,10.4,8.0,10.8,10.19,31.31,,
57,Арсенал,Лестер,Крэйг Поусон,1.9,3.6,4.0,22,0,0,1676,561,1115,56,44,13,9,3,5,575,453,44,51,20,5,8,13,36,46,11,15,15,11,9,3,12,10,126,118,12,6,4,2,9,2,3,4,3-4-3,6.94,3-4-2-1,6.9,2.333333333333333,20.0,7.0,8.6,8.5,11.2,11.0,26.21,,
58,Брайтон,Вест Бромвич,Джонатан Мосс,1.66,3.9,5.0,21,1,0,1016,1037,-21,49,51,14,7,2,0,473,476,64,60,16,18,18,15,55,57,22,17,20,22,6,2,13,12,146,142,5,9,3,3,3,3,2,6,3-4-2-1,6.82,4-1-4-1,6.62,4.0,26.0,13.0,13.6,10.5,11.2,10.71,14.42,,
59,Бернли,Тоттенхэм,Майкл Оливер,5.75,4.333333333333334,1.53,16,0,0,745,1219,-474,38,62,9,7,2,0,364,595,87,61,15,18,11,15,55,52,26,27,15,11,4,5,14,12,136,140,13,9,4,3,3,8,10,1,4-4-2,6.75,4-2-3-1,6.95,2.6,22.8,11.5,14.0,14.5,14.4,14.87,9.78,,
60,Вулверхэмптон,Кристал Пэлас,Мартин Аткинсон,2.0,3.2,4.2,17,2,0,1321,919,402,45,55,13,4,0,2,446,552,66,31,24,18,12,25,44,42,12,7,19,10,7,6,15,8,108,98,15,11,5,2,9,6,6,5,3-4-2-1,6.84,4-3-3,6.79,2.4,18.8,10.666666666666666,10.333333333333334,11.333333333333334,12.833333333333334,13.85,16.71,,
61,Шеффилд Юнайтед,Манчестер Сити,Майкл Оливер,9.5,6.0,1.28,20,0,1,319,1989,-1670,35,65,14,6,0,0,375,715,55,68,16,11,10,29,42,59,13,17,19,12,2,5,9,5,126,135,3,16,1,8,2,10,1,6,5-3-2,6.74,4-3-3,6.89,2.5,21.666666666666668,12.0,12.166666666666666,8.666666666666666,10.666666666666666,18.71,15.67,,
62,Бернли,Челси,Дэвид Кут,5.5,4.333333333333334,1.5699999999999998,25,0,1,538,1847,-1309,36,64,10,15,1,0,392,693,75,70,10,16,9,12,41,45,9,14,13,13,3,4,8,6,138,136,5,14,0,9,1,7,4,7,4-4-2,6.77,4-3-3,6.93,5.0,30.0,10.666666666666666,13.166666666666666,11.666666666666666,12.166666666666666,16.92,8.96,,
63,Ливерпуль,Вест Хэм,Кевин Френд,1.4,5.0,7.0,27,1,1,2019,210,1809,72,28,13,14,0,1,827,304,42,62,16,18,18,7,50,56,16,20,10,18,1,2,4,11,147,133,9,4,5,3,6,4,3,0,4-3-3,6.88,5-4-1,6.91,3.25,28.0,9.0,8.666666666666666,11.0,11.166666666666666,6.91,35.38,,
64,Астон Вилла,Саутгемптон,Англия Даррен,2.6,3.5,2.62,29,0,3,0,0,0,56,44,12,17,1,2,367,304,68,47,31,2,17,8,66,52,24,15,15,21,11,1,6,8,159,132,19,9,10,4,14,4,5,5,4-2-3-1,7.17,4-4-2,6.86,2.0,23.0,11.0,12.333333333333334,10.0,12.833333333333334,7.0,7.45,,
65,Ньюкасл,Эвертон,Стюарт Аттвелл,3.3,3.3,2.25,19,0,0,712,1344,-632,37,63,9,10,2,4,369,607,68,37,11,27,21,12,40,45,6,10,13,22,5,4,5,6,127,115,11,15,4,4,7,9,4,6,5-3-2,6.85,4-3-2-1,6.99,6.0,26.0,12.666666666666666,10.666666666666666,11.0,11.666666666666666,34.25,8.79,,
66,Манчестер Юнайтед,Арсенал,Майк Дин,1.95,3.6,3.8,24,0,0,0,0,0,53,47,12,12,3,3,556,495,43,37,18,16,14,11,46,45,18,9,10,20,6,3,7,11,136,122,8,7,2,2,4,3,4,4,4-3-1-2,6.77,3-4-3,6.92,2.5,21.25,11.666666666666666,12.666666666666666,9.666666666666666,9.333333333333334,17.65,11.85,,
67,Тоттенхэм,Брайтон,Грэм Скотт,1.55,4.333333333333334,6.0,27,1,0,1178,1306,-128,43,57,14,13,2,1,387,503,60,58,9,17,6,14,46,44,17,12,16,13,4,5,10,7,144,154,9,6,3,2,5,5,4,1,4-2-3-1,6.97,3-5-1-1,6.8,2.5,23.5,14.333333333333334,13.166666666666666,14.0,13.666666666666666,9.57,14.79,,
68,Фулхэм,Вест Бромвич,Саймон Хупер,2.4,3.3,3.0,24,2,0,1218,814,404,45,55,13,11,3,2,395,468,56,40,16,13,33,16,64,65,15,16,15,28,5,2,10,5,179,157,13,10,6,1,6,6,7,4,4-2-3-1,6.77,4-1-4-1,6.65,1.0,27.0,13.666666666666666,12.666666666666666,9.333333333333334,10.5,12.48,5.05,,
69,Лидс,Лестер,Андре Марринер,2.4,3.7,2.75,14,0,2,1674,605,1069,67,33,9,5,1,1,639,302,45,56,25,12,16,19,51,45,17,7,19,20,10,3,7,12,164,138,11,10,4,8,6,9,5,1,4-1-4-1,6.92,3-4-2-1,6.92,2.0,15.666666666666666,12.333333333333334,10.666666666666666,8.666666666666666,10.833333333333334,6.74,36.9,,
70,Брайтон,Бернли,Майк Дин,1.9,3.4,4.2,16,0,0,1708,638,1070,58,42,11,5,1,0,530,376,47,80,35,16,21,10,39,55,13,25,11,14,5,3,9,15,144,129,19,4,3,1,12,3,7,1,5-3-2,6.78,4-4-2,6.72,3.2,21.8,13.333333333333334,13.571428571428571,15.666666666666666,12.714285714285714,10.05,13.85,,
71,Саутгемптон,Ньюкасл,Питер Бэнкс,2.1,3.5,3.4,23,1,0,1826,580,1246,60,40,12,11,1,2,561,360,48,59,12,10,13,28,61,41,10,8,32,13,7,3,12,10,146,146,15,4,8,2,9,3,6,1,4-4-2,6.85,5-3-2,6.84,3.5,22.0,15.666666666666666,13.428571428571429,8.666666666666666,10.428571428571429,5.69,16.75,,
72,Эвертон,Манчестер Юнайтед,Пол Тирни,3.25,3.6,2.15,31,1,2,1088,945,143,54,46,12,19,4,2,523,453,64,48,29,8,19,13,74,45,19,14,25,13,5,2,6,9,139,131,7,13,1,5,5,7,2,6,4-3-3,6.97,4-2-3-1,6.75,3.0,23.5,12.333333333333334,11.428571428571429,13.666666666666666,12.571428571428571,12.7,12.27,,
73,Кристал Пэлас,Лидс,Крис Кавана,2.8,3.5,2.45,25,3,1,742,1433,-691,35,65,9,16,0,2,332,599,60,69,10,23,19,15,53,55,15,14,15,25,3,6,13,14,151,167,10,9,6,3,7,5,3,4,4-4-2,6.77,3-3-3-1,6.86,4.5,28.0,14.333333333333334,11.571428571428571,9.0,10.428571428571429,20.71,4.11,,
