Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
227,Ливерпуль,Манчестер Сити,Майкл Оливер,3.2,3.6,2.15,21,0,0,1156,889,267,56,44,13,8,2,1,649,519,47,43,21,6,17,26,45,57,10,7,18,20,6,1,11,15,136,121,8,8,3,5,5,6,3,2,4-3-3,6.98,4-3-3,7.09,3.375,23.375,10.636363636363637,10.272727272727272,9.0,9.318181818181818,10.87,20.63,,
228,Шеффилд Юнайтед,Челси,Кевин Френд,7.0,4.333333333333334,1.45,16,0,1,464,1834,-1370,31,69,8,8,1,0,338,756,55,46,9,14,15,18,52,57,14,20,18,17,1,8,12,5,142,151,8,9,3,3,5,7,3,2,3-5-2,6.71,3-4-2-1,6.99,2.230769230769231,22.23076923076923,12.272727272727272,12.590909090909092,12.272727272727272,12.227272727272728,19.7,10.64,,
229,Лидс,Кристал Пэлас,Андре Марринер,1.8,3.75,4.333333333333334,15,1,0,2048,379,1669,68,32,7,8,0,2,714,332,40,60,15,10,8,16,48,39,14,13,22,11,5,3,6,3,123,135,17,8,7,3,14,5,3,3,4-1-4-1,6.9,4-4-2,6.76,2.8666666666666667,19.133333333333333,10.545454545454543,11.0,11.0,10.727272727272728,6.87,37.69,,
230,Лестер,Ливерпуль,Энтони Тейлор,3.6,3.8,1.95,13,0,0,743,1720,-977,38,62,7,6,1,2,357,561,65,38,6,31,25,33,53,63,11,12,23,23,2,12,17,14,161,180,11,15,6,4,8,11,3,4,4-2-3-1,6.92,4-3-3,6.95,2.8666666666666667,21.8,11.363636363636363,10.217391304347826,9.909090909090908,10.391304347826088,13.48,7.57,,
231,Кристал Пэлас,Бернли,Майкл Оливер,2.8,3.1,2.7,29,0,2,761,1236,-475,53,47,15,14,0,0,427,390,54,88,31,14,20,15,64,70,22,28,16,17,7,4,5,12,170,147,13,16,3,4,8,8,5,8,4-4-2,6.75,4-4-2,6.81,3.3529411764705883,23.235294117647054,10.454545454545457,10.608695652173912,11.454545454545457,10.869565217391305,5.76,7.8,,
232,Манчестер Сити,Тоттенхэм,Пол Тирни,1.3,5.75,9.0,25,1,0,1659,337,1322,60,40,12,13,1,3,698,456,32,43,10,8,28,34,60,64,9,9,21,23,4,2,8,8,110,108,15,7,6,3,11,3,4,4,4-3-3,7.1,4-2-3-1,6.92,3.857142857142857,25.214285714285715,9.636363636363637,9.26086956521739,10.727272727272728,12.695652173913045,9.55,19.65,,
233,Брайтон,Астон Вилла,Англия Даррен,2.88,3.3,2.45,28,0,0,2125,318,1807,58,42,16,12,2,3,509,372,64,56,23,9,11,8,47,40,19,10,11,10,9,2,8,12,138,140,26,4,9,1,15,1,11,3,4-1-3-2,6.87,4-2-3-1,7.05,3.0,23.5,11.454545454545457,11.521739130434783,10.454545454545457,11.26086956521739,8.73,16.33,,
234,Саутгемптон,Вулверхэмптон,Грэм Скотт,2.2,3.2,3.6,19,1,0,857,1160,-303,51,49,10,9,2,2,476,448,46,67,11,19,15,26,58,43,17,18,23,9,4,6,14,13,146,172,7,10,3,4,4,6,3,4,4-4-2,6.81,3-4-3,6.86,2.4444444444444446,20.666666666666668,12.0,11.91304347826087,10.181818181818182,11.478260869565217,11.52,15.37,,
235,Вест Бромвич,Манчестер Юнайтед,Крэйг Поусон,10.0,5.75,1.29,23,1,1,401,1827,-1426,26,74,13,10,5,0,253,707,72,48,15,26,9,19,42,52,14,20,14,10,4,5,12,2,124,153,7,10,3,7,6,6,1,4,4-1-4-1,6.65,4-2-3-1,6.99,3.5384615384615383,24.07692307692308,10.636363636363637,10.565217391304348,12.636363636363637,12.391304347826088,25.58,7.93,,
236,Арсенал,Лидс,Стюарт Аттвелл,1.8,3.8,4.333333333333334,25,3,0,1050,942,108,45,55,8,17,0,2,423,498,59,66,9,17,14,8,39,39,12,14,5,10,4,5,16,11,136,149,13,9,5,5,8,5,5,4,4-2-3-1,6.9,4-1-4-1,6.92,4.384615384615385,22.46153846153846,10.090909090909092,9.347826086956522,11.454545454545457,10.826086956521738,13.09,9.88,,
237,Эвертон,Фулхэм,Энди Мэдли,2.0,3.4,3.9,23,0,0,901,1414,-513,49,51,7,16,1,1,534,545,59,53,21,15,8,14,56,34,15,9,17,10,5,4,5,12,136,126,7,12,2,3,4,8,3,4,4-3-1-2,6.95,4-4-2,6.85,2.888888888888889,24.22222222222222,10.727272727272728,10.608695652173912,12.727272727272728,12.695652173913045,13.14,11.77,,
238,Вест Хэм,Шеффилд Юнайтед,Саймон Хупер,2.0,3.3,4.0,23,1,0,1066,1018,48,45,55,11,12,0,2,429,500,44,49,15,26,15,11,43,51,15,15,9,18,7,7,9,6,126,118,13,8,9,5,9,5,4,3,3-4-2-1,6.89,3-5-2,6.71,2.571428571428572,23.142857142857142,10.545454545454543,10.478260869565217,12.909090909090908,12.391304347826088,17.57,14.47,,
239,Челси,Ньюкасл,Питер Бэнкс,1.29,5.75,9.5,22,2,0,1710,681,1029,65,35,9,13,0,0,564,289,53,51,23,16,14,18,59,46,20,11,19,16,10,5,6,8,118,120,18,10,6,4,15,7,3,3,3-4-2-1,6.99,4-3-3,6.79,3.6666666666666665,21.33333333333333,12.181818181818182,12.043478260869565,10.545454545454543,10.608695652173912,6.41,10.55,,
240,Вулверхэмптон,Лидс,Дэвид Кут,2.25,3.4,3.2,21,0,0,671,1414,-743,41,59,13,8,1,0,308,440,50,59,13,22,10,14,42,50,12,19,17,18,7,9,10,11,132,130,15,18,5,7,5,15,10,3,3-4-3,6.86,4-4-1-1,6.9,3.727272727272727,24.63636363636364,12.666666666666666,11.375,11.916666666666666,11.083333333333334,9.85,7.74,,
241,Саутгемптон,Челси,Энтони Тейлор,4.5,3.9,1.75,20,1,0,289,1776,-1487,29,71,10,10,1,1,295,727,53,43,8,15,13,29,39,72,10,23,17,22,3,6,15,12,155,166,4,9,1,3,4,6,0,3,4-4-2,6.81,3-4-2-1,7.0,2.875,21.25,11.833333333333334,11.833333333333334,11.916666666666666,11.916666666666666,16.93,4.17,,
242,Бернли,Вест Бромвич,Майк Дин,2.1,3.25,3.6,26,0,0,1204,738,466,62,38,16,10,3,0,433,267,67,79,22,12,14,14,53,65,22,28,17,16,5,5,5,10,161,151,6,10,1,3,4,3,2,7,4-4-2,6.81,4-1-4-1,6.66,3.9375,23.1875,10.333333333333334,11.0,10.5,10.666666666666666,4.44,19.0,,
243,Ливерпуль,Эвертон,Крис Кавана,1.36,5.5,7.0,20,0,1,2332,554,1778,71,29,10,10,2,1,693,279,45,67,29,8,29,9,56,50,14,16,16,21,7,2,10,8,152,135,15,9,6,6,8,4,7,5,4-3-3,6.94,5-3-2,6.92,3.071428571428572,24.285714285714285,10.833333333333334,10.208333333333334,10.5,10.458333333333334,6.5,21.06,,
244,Фулхэм,Шеффилд Юнайтед,Мартин Аткинсон,1.91,3.4,4.2,25,0,0,1847,591,1256,65,35,11,14,1,2,597,321,72,80,22,13,39,5,72,60,26,27,6,20,6,4,7,8,168,150,15,4,7,2,7,4,8,0,4-2-3-1,6.86,3-5-2,6.71,2.5789473684210527,18.73684210526316,12.666666666666666,12.833333333333334,12.833333333333334,12.375,9.53,10.28,,
245,Вест Хэм,Тоттенхэм,Крэйг Поусон,2.9,3.4,2.4,21,1,0,475,1875,-1400,30,70,14,7,4,3,253,569,61,45,13,30,15,23,61,58,23,20,23,16,5,7,13,7,152,160,4,20,4,4,4,8,0,12,4-2-3-1,6.9,4-2-3-1,6.9,3.642857142857143,24.0,10.583333333333334,10.5,10.916666666666666,12.708333333333334,11.5,6.18,,
246,Астон Вилла,Лестер,Майкл Оливер,3.7,3.7,1.95,23,0,2,852,1459,-607,49,51,11,12,2,1,430,450,59,43,28,13,17,14,59,50,22,21,17,16,7,8,9,12,146,123,11,16,2,7,6,8,5,8,4-2-3-1,7.05,4-2-3-1,6.92,3.1666666666666665,23.55555555555556,12.0,11.291666666666666,9.166666666666666,10.083333333333334,13.82,9.04,,
247,Арсенал,Манчестер Сити,Джонатан Мосс,7.0,4.5,1.44,20,0,1,508,1383,-875,45,55,11,9,2,2,479,599,40,56,14,7,14,23,38,44,13,9,8,5,1,3,6,7,109,94,7,15,1,3,5,12,2,3,4-2-3-1,6.9,4-3-3,7.1,2.571428571428572,21.071428571428573,9.916666666666666,9.291666666666666,8.916666666666666,9.375,16.78,16.53,,
248,Манчестер Юнайтед,Ньюкасл,Пол Тирни,1.3,5.5,10.0,20,1,1,1973,580,1393,71,29,9,11,1,2,692,270,42,57,16,13,15,11,52,42,18,9,11,16,6,4,5,7,134,126,15,10,7,6,9,3,6,7,4-2-3-1,6.98,4-3-1-2,6.79,3.8666666666666663,25.2,12.166666666666666,12.291666666666666,10.75,10.708333333333334,6.39,22.35,,
249,Брайтон,Кристал Пэлас,Кевин Френд,1.73,3.5,5.25,17,0,1,2967,89,2878,74,26,11,6,2,0,715,250,45,53,35,5,26,8,41,52,14,17,11,22,13,0,7,15,155,120,25,3,5,2,20,2,5,1,4-4-2,6.88,4-3-3,6.75,2.142857142857143,21.785714285714285,11.833333333333334,11.708333333333334,10.75,10.791666666666666,5.7,38.7,,
250,Манчестер Сити,Вест Хэм,Майкл Оливер,1.25,6.5,11.0,19,1,1,1720,517,1203,63,37,8,11,1,1,675,394,42,47,17,13,16,10,41,32,13,10,11,13,4,2,14,20,118,108,10,9,3,3,5,6,5,3,4-3-3,7.11,3-4-2-1,6.9,3.1578947368421053,23.526315789473685,9.833333333333334,9.36,10.416666666666666,10.64,11.95,22.13,,
251,Вест Бромвич,Брайтон,Ли Мейсон,4.5,3.5,1.8,24,1,0,588,1700,-1112,29,71,11,13,0,0,230,553,61,51,12,17,19,11,53,51,21,14,13,21,7,4,14,9,154,147,6,15,2,6,4,10,2,5,4-1-4-1,6.66,4-2-3-1,6.88,1.6666666666666667,19.55555555555556,10.833333333333334,10.64,11.583333333333334,11.68,14.27,3.8,,
252,Лидс,Астон Вилла,Питер Бэнкс,2.0,3.8,3.4,28,0,1,1461,563,898,69,31,14,14,3,2,517,227,66,72,27,11,16,17,55,60,16,21,18,16,7,5,7,13,165,145,13,9,3,4,7,6,6,3,4-1-4-1,6.91,4-3-3,7.04,3.3,21.4,10.25,10.96,10.583333333333334,11.28,4.45,11.4,,
253,Ньюкасл,Вулверхэмптон,Майк Дин,3.6,3.1,2.2,24,0,0,1515,1156,359,47,53,11,13,2,0,388,423,52,77,17,21,17,27,55,64,13,21,18,14,3,5,14,6,113,135,19,14,7,4,11,7,8,7,4-3-3,6.77,3-4-2-1,6.87,3.882352941176471,23.352941176470587,10.666666666666666,10.72,10.083333333333334,11.44,5.97,12.82,,
254,Кристал Пэлас,Фулхэм,Энтони Тейлор,3.5,3.2,2.2,24,0,0,450,1727,-1277,40,60,10,14,1,1,364,540,65,52,11,20,17,25,63,63,22,19,20,18,1,3,20,4,133,141,3,16,0,4,2,8,1,8,4-2-3-1,6.75,4-2-3-1,6.86,2.823529411764706,21.176470588235293,10.833333333333334,10.6,13.0,12.76,9.64,6.87,,
255,Лестер,Арсенал,Пол Тирни,2.38,3.3,3.1,18,1,2,489,1704,-1215,44,56,15,3,2,1,408,507,51,60,9,23,11,22,44,45,14,13,21,9,2,7,12,9,122,142,8,12,3,4,6,6,2,6,4-4-2,6.91,4-2-3-1,6.89,3.8125,24.875,11.0,10.16,8.666666666666666,9.36,10.96,24.4,,
256,Тоттенхэм,Бернли,Кевин Френд,1.45,4.333333333333334,7.5,16,3,0,1347,522,825,58,42,6,10,0,0,633,439,79,70,10,21,23,11,63,47,24,27,12,11,3,4,9,12,137,144,16,10,7,3,9,6,7,4,4-2-3-1,6.89,4-4-2,6.82,2.1333333333333333,21.466666666666665,14.5,12.48,11.666666666666666,11.2,21.36,12.35,,
257,Челси,Манчестер Юнайтед,Стюарт Аттвелл,2.3,3.4,3.1,23,0,0,1360,692,668,57,43,11,12,1,2,608,445,38,39,16,13,26,16,58,37,6,6,24,14,3,4,12,6,111,137,18,11,6,4,8,2,10,9,3-4-2-1,7.0,4-2-3-1,6.99,4.214285714285714,22.642857142857142,11.916666666666666,11.84,12.416666666666666,12.16,8.73,10.24,,
258,Шеффилд Юнайтед,Ливерпуль,Джонатан Мосс,8.0,5.0,1.36,18,0,0,666,1546,-880,39,61,9,9,0,0,406,638,77,63,19,14,7,12,48,48,25,20,11,12,4,3,11,5,153,143,8,16,2,8,5,13,3,3,3-5-2,6.71,4-3-3,6.93,2.6666666666666665,21.0,11.916666666666666,12.44,9.583333333333334,10.2,18.84,12.8,,
259,Эвертон,Саутгемптон,Мартин Аткинсон,2.1,3.5,3.4,22,1,0,649,1070,-421,46,54,13,9,0,2,410,462,64,46,13,21,30,12,81,57,38,14,20,26,4,10,12,16,165,174,7,9,1,1,6,6,1,3,4-3-1-2,6.92,4-4-2,6.79,2.6,19.05,10.416666666666666,10.44,11.833333333333334,11.76,10.19,8.03,,
260,Бернли,Арсенал,Андре Марринер,5.0,3.6,1.75,17,1,1,936,964,-28,41,59,5,12,1,1,419,595,91,61,16,16,7,10,55,45,26,26,15,12,2,3,11,5,163,164,9,15,5,3,6,11,3,4,4-4-2,6.81,4-2-3-1,6.88,2.8125,18.875,10.76923076923077,11.153846153846152,8.23076923076923,9.115384615384617,31.09,11.06,,
261,Шеффилд Юнайтед,Саутгемптон,Пол Тирни,3.8,3.4,2.0,28,0,1,1004,1226,-222,50,50,17,11,4,3,393,390,73,68,21,10,20,18,59,61,22,16,16,17,7,3,9,11,169,142,8,15,2,7,4,7,4,8,3-5-2,6.72,4-4-2,6.78,3.764705882352941,24.47058823529412,11.692307692307692,12.307692307692308,11.615384615384617,11.653846153846152,7.79,7.25,,
262,Астон Вилла,Вулверхэмптон,Энди Мэдли,2.55,3.1,2.9,26,0,0,947,1143,-196,49,51,13,13,1,0,410,424,62,65,21,24,13,22,57,46,16,15,23,12,5,3,7,13,139,139,9,10,1,2,6,5,3,5,4-3-3,7.03,3-4-3,6.87,2.8,24.1,11.923076923076923,11.384615384615383,10.307692307692308,11.5,9.08,12.67,,
263,Брайтон,Лестер,Майкл Оливер,2.45,3.2,3.0,22,1,0,748,1234,-486,36,64,14,8,0,1,340,616,45,59,16,13,21,20,53,57,9,13,30,23,6,6,9,21,161,165,7,8,2,4,6,5,1,3,4-4-2,6.87,3-1-4-2,6.9,3.1,23.3,11.76923076923077,11.73076923076923,9.384615384615383,10.346153846153848,11.78,7.5,,
264,Вест Бромвич,Ньюкасл,Мартин Аткинсон,2.3,3.2,3.2,21,0,0,1280,704,576,52,48,11,10,0,0,396,365,78,65,36,20,21,8,69,59,35,27,11,17,9,7,11,11,169,176,13,9,3,5,8,7,5,2,4-1-4-1,6.67,4-3-1-2,6.78,2.571428571428572,19.19047619047619,10.846153846153848,10.653846153846152,10.76923076923077,10.73076923076923,9.89,8.33,,
265,Ливерпуль,Фулхэм,Кевин Френд,1.62,4.0,5.5,18,0,1,1882,500,1382,63,37,10,8,2,3,708,414,43,69,38,17,12,16,43,49,17,16,13,15,9,4,9,19,171,142,16,10,3,3,10,9,6,1,4-3-3,6.94,4-4-2,6.87,2.0,21.125,10.76923076923077,10.153846153846152,13.076923076923077,12.807692307692308,10.0,20.59,,
266,Манчестер Сити,Манчестер Юнайтед,Энтони Тейлор,1.44,4.5,7.0,21,0,1,2222,620,1602,65,35,9,12,0,3,715,374,25,40,21,4,16,19,49,36,10,3,17,13,6,2,14,17,123,117,23,8,6,6,13,7,10,1,4-2-3-1,7.11,4-2-3-1,6.98,2.7777777777777777,21.33333333333333,9.692307692307692,9.307692307692308,12.384615384615383,12.153846153846152,8.15,24.86,,
267,Тоттенхэм,Кристал Пэлас,Стюарт Аттвелл,1.53,4.0,6.5,25,1,1,1552,648,904,64,36,8,17,2,3,690,373,61,46,13,17,23,21,72,59,19,22,27,18,1,5,19,7,125,153,12,5,5,1,9,3,3,2,4-2-3-1,6.92,4-4-2,6.77,4.133333333333334,22.666666666666668,13.846153846153848,12.23076923076923,10.384615384615383,10.576923076923077,5.81,14.5,,
268,Челси,Эвертон,Дэвид Кут,1.5699999999999998,3.9,6.0,23,1,0,2163,230,1933,65,35,11,12,0,3,713,369,44,56,11,11,21,9,61,38,15,12,18,10,7,3,8,9,112,117,19,7,9,1,11,2,8,5,3-4-2-1,7.01,3-4-1-2,6.94,3.5,24.33333333333333,11.846153846153848,11.807692307692308,10.461538461538462,10.538461538461538,9.13,18.19,,
269,Вест Хэм,Лидс,Майк Дин,2.25,3.6,3.0,18,2,0,908,1386,-478,34,66,9,9,1,1,276,528,48,55,15,20,12,12,44,49,17,15,14,19,6,6,18,10,136,146,16,17,5,2,8,11,8,6,4-2-3-1,6.89,4-1-4-1,6.9,3.7777777777777777,23.38888888888889,10.846153846153848,10.653846153846152,11.615384615384617,11.076923076923077,14.35,6.41,,
270,Ньюкасл,Астон Вилла,Пол Тирни,3.6,3.3,2.1,20,0,0,770,761,9,49,51,10,10,2,3,392,411,69,69,27,19,17,12,63,64,23,29,20,16,2,2,10,11,164,158,12,15,3,6,9,7,3,8,4-3-3,6.78,4-3-3,7.03,3.9444444444444446,24.666666666666668,10.692307692307692,10.703703703703704,10.846153846153848,11.444444444444445,6.79,7.52,,
271,Лидс,Челси,Кевин Френд,5.25,3.8,1.67,22,0,0,570,1366,-796,37,63,16,6,3,0,330,588,45,49,22,15,18,20,37,54,7,10,13,17,8,5,19,14,152,144,7,15,4,8,4,9,3,6,4-1-4-1,6.89,4-2-3-1,7.02,2.176470588235294,20.94117647058824,10.538461538461538,11.0,11.76923076923077,11.77777777777778,10.36,7.96,,
272,Кристал Пэлас,Вест Бромвич,Саймон Хупер,2.3,3.1,3.4,31,1,0,591,1355,-764,44,56,16,15,3,1,324,397,49,54,7,21,19,18,71,70,29,27,17,19,3,2,4,8,160,158,6,12,4,1,3,8,3,4,4-4-2,6.76,4-1-4-1,6.69,2.5,23.125,10.76923076923077,10.814814814814817,10.461538461538462,10.666666666666666,9.18,5.38,,
273,Эвертон,Бернли,Джонатан Мосс,1.91,3.4,4.2,15,1,2,1550,853,697,65,35,9,6,0,4,547,291,69,74,32,13,8,12,38,43,19,19,8,6,7,4,7,13,158,138,14,14,4,5,9,7,5,7,4-3-1-2,6.92,4-4-2,6.81,2.5,20.8125,10.615384615384617,10.592592592592592,11.538461538461538,10.925925925925926,7.22,20.73,,
274,Фулхэм,Манчестер Сити,Андре Марринер,8.0,4.75,1.4,27,0,0,557,1186,-629,46,54,14,13,0,0,444,529,61,59,17,10,24,21,56,56,10,8,22,20,4,2,8,6,148,130,3,8,0,7,3,7,0,1,4-3-3,6.87,3-4-3,7.1,2.764705882352941,18.764705882352946,12.538461538461538,12.62962962962963,8.923076923076923,9.296296296296296,10.15,8.63,,
275,Саутгемптон,Брайтон,Стюарт Аттвелл,3.25,3.1,2.38,21,1,1,844,993,-149,59,41,11,10,0,0,492,330,69,64,20,18,13,10,45,59,17,19,13,24,4,5,11,11,169,164,9,8,4,6,5,5,4,3,4-4-2,6.78,4-4-2,6.86,4.1875,22.8125,11.692307692307692,11.62962962962963,11.692307692307692,11.814814814814817,16.11,7.88,,
276,Лестер,Шеффилд Юнайтед,Питер Бэнкс,1.5,4.0,7.5,19,1,0,2816,140,2676,71,29,10,9,0,2,750,291,52,49,15,7,19,15,50,41,9,9,19,14,9,1,10,18,124,121,19,1,10,0,14,1,5,0,3-4-1-2,6.9,3-5-2,6.72,3.4545454545454546,22.0,11.307692307692308,10.25925925925926,12.923076923076923,12.48148148148148,6.12,22.5,,
277,Арсенал,Тоттенхэм,Майкл Оливер,2.63,3.4,2.75,26,1,1,1861,725,1136,52,48,12,14,1,4,519,482,54,68,26,11,18,22,53,65,11,23,20,18,6,3,11,6,128,127,13,6,3,3,6,4,7,2,4-2-3-1,6.87,4-2-3-1,6.93,3.0,23.23809523809524,10.0,9.22222222222222,10.615384615384617,12.074074074074074,9.78,14.1,,
278,Манчестер Юнайтед,Вест Хэм,Мартин Аткинсон,1.75,3.6,4.8,14,0,0,1442,460,982,61,39,12,2,4,0,684,411,38,46,17,19,15,13,33,50,10,18,13,13,6,2,12,10,111,122,15,7,4,0,9,6,6,1,4-2-3-1,6.99,3-1-4-2,6.9,2.4545454545454546,19.272727272727277,11.923076923076923,12.148148148148149,10.461538461538462,10.592592592592592,9.87,19.94,,
279,Вулверхэмптон,Ливерпуль,Крэйг Поусон,5.5,3.9,1.62,27,0,1,861,566,295,52,48,17,10,2,1,508,467,75,49,29,12,15,20,63,59,24,19,18,14,3,2,21,14,170,159,10,12,5,4,8,9,2,3,3-4-1-2,6.87,4-3-3,6.93,3.8666666666666663,23.8,12.692307692307692,11.555555555555555,9.538461538461538,10.148148148148149,6.97,12.35,,
280,Манчестер Сити,Вулверхэмптон,Крис Кавана,1.2,6.5,15.0,14,1,0,3139,220,2919,72,28,9,5,0,1,798,309,47,43,24,7,24,18,48,45,13,8,14,17,10,2,7,7,110,101,22,6,10,1,18,5,4,1,4-3-3,7.1,3-4-2-1,6.88,3.066666666666667,24.0,9.642857142857142,9.428571428571429,10.5,11.75,7.07,34.77,,
281,Бернли,Лестер,Энди Мэдли,3.75,3.2,2.1,18,1,1,1213,1220,-7,38,62,6,12,0,2,351,571,72,64,23,19,13,6,51,36,27,20,8,9,5,8,9,7,155,146,12,16,7,4,6,8,6,8,4-4-2,6.8,3-1-4-2,6.9,2.636363636363636,24.272727272727277,10.357142857142858,10.75,9.285714285714286,10.25,18.83,9.5,,
282,Шеффилд Юнайтед,Астон Вилла,Роберт Джонс,3.5,3.5,2.1,19,1,0,447,2166,-1719,28,72,13,6,1,0,263,641,74,78,8,44,9,22,36,56,15,19,13,9,2,7,13,9,123,166,9,16,2,4,6,12,3,4,3-5-2,6.71,4-3-3,7.04,2.8,23.0,12.071428571428571,12.357142857142858,10.785714285714286,11.392857142857142,14.61,14.33,,
283,Кристал Пэлас,Манчестер Юнайтед,Андре Марринер,7.5,4.75,1.4,17,0,0,607,1401,-794,37,63,4,13,1,0,353,600,66,62,13,25,12,24,56,39,14,18,19,6,4,6,9,10,120,140,8,11,2,1,5,6,3,5,4-4-2,6.76,4-2-3-1,6.99,2.611111111111111,19.22222222222222,11.142857142857142,11.0,12.357142857142858,12.142857142857142,16.47,10.74,,
284,Вест Бромвич,Эвертон,Англия Даррен,3.75,3.5,2.0,16,0,0,996,741,255,48,52,9,7,3,1,450,500,71,48,25,15,29,17,42,62,13,23,9,20,3,3,15,7,165,148,11,11,3,3,7,5,4,6,4-1-4-1,6.67,4-4-2,6.93,3.2857142857142856,24.142857142857142,10.857142857142858,10.821428571428571,10.571428571428571,10.535714285714286,16.58,11.81,,
285,Ливерпуль,Челси,Мартин Аткинсон,2.15,3.5,3.25,17,0,1,1315,1003,312,54,46,9,8,0,0,656,549,56,57,15,12,29,12,51,45,10,9,14,19,5,2,12,11,147,126,7,11,1,5,4,7,3,4,4-3-3,6.94,3-4-2-1,7.01,2.5217391304347827,19.043478260869566,10.714285714285714,10.142857142857142,11.357142857142858,11.571428571428571,11.97,12.53,,
286,Фулхэм,Лидс,Дэвид Кут,2.5,3.3,2.88,25,1,1,1284,1151,133,51,49,13,12,2,2,339,319,48,55,24,19,26,18,64,60,19,13,20,25,13,7,9,9,178,161,13,13,6,4,11,8,2,5,4-2-3-1,6.86,4-1-4-1,6.9,3.4615384615384617,24.23076923076923,12.642857142857142,12.678571428571429,11.428571428571429,11.178571428571429,7.6,4.76,,
287,Брайтон,Ньюкасл,Энтони Тейлор,1.67,3.6,5.5,17,1,0,1751,315,1436,65,35,12,5,0,1,728,382,65,60,10,5,17,17,43,43,10,13,16,11,3,1,10,16,115,116,11,3,6,1,8,2,3,1,3-4-1-2,6.86,4-3-3,6.79,2.789473684210526,21.31578947368421,11.928571428571429,11.75,10.714285714285714,10.678571428571429,7.63,26.63,,
288,Вест Хэм,Арсенал,Джонатан Мосс,3.5,3.5,2.1,26,3,1,1292,1814,-522,36,64,18,8,3,1,348,606,53,39,19,27,12,15,43,57,18,23,12,10,3,5,12,9,132,127,15,16,5,7,15,9,0,7,4-2-3-1,6.9,4-2-3-1,6.88,2.588235294117647,20.47058823529412,10.714285714285714,10.285714285714286,8.5,9.321428571428571,14.45,12.23,,
289,Тоттенхэм,Саутгемптон,Дэвид Кут,1.8,3.9,4.2,24,0,1,1146,933,213,61,39,10,14,2,1,610,371,47,50,11,13,28,20,59,62,17,13,18,29,5,5,8,7,160,146,12,10,3,5,8,5,4,5,4-2-3-1,6.92,4-4-2,6.78,3.5,24.285714285714285,13.428571428571429,12.142857142857142,11.571428571428571,11.607142857142858,7.21,18.8,,
290,Челси,Вест Бромвич,Дэвид Кут,1.25,5.75,12.0,17,1,2,1874,471,1403,66,34,11,6,3,1,581,297,42,59,18,8,16,16,44,52,12,12,17,19,10,3,10,15,137,132,18,14,8,7,11,7,7,7,3-4-2-1,7.03,5-4-1,6.69,3.466666666666667,24.266666666666666,11.785714285714286,11.448275862068966,10.785714285714286,10.758620689655173,6.19,15.52,,
291,Лидс,Шеффилд Юнайтед,Грэм Скотт,1.53,4.2,6.0,25,1,1,1567,537,1030,54,46,12,13,1,2,491,410,50,53,16,18,16,14,48,53,13,18,15,17,5,7,11,11,159,158,23,9,8,1,13,3,10,6,4-1-4-1,6.9,3-5-2,6.7,2.6,20.5,10.928571428571429,11.20689655172414,12.642857142857142,12.379310344827584,11.32,9.19,,
292,Лестер,Манчестер Сити,Энтони Тейлор,5.25,4.1,1.62,25,0,0,414,1726,-1312,43,57,13,12,2,3,452,571,51,44,6,18,28,18,63,49,13,11,19,14,1,1,10,13,118,121,5,11,2,4,3,9,2,2,3-5-2,6.92,4-2-3-1,7.1,2.7,21.1,11.214285714285714,10.310344827586206,9.214285714285714,9.413793103448276,21.0,8.41,,
293,Арсенал,Ливерпуль,Мартин Аткинсон,2.75,3.6,2.4,20,0,0,183,2139,-1956,35,65,10,10,1,1,395,703,64,58,7,21,15,19,50,60,13,19,21,18,1,2,7,6,136,149,3,16,2,7,2,9,1,7,4-2-3-1,6.87,4-3-3,6.94,2.4166666666666665,18.95833333333333,10.142857142857142,9.275862068965518,9.571428571428571,10.10344827586207,19.52,7.5,,
294,Саутгемптон,Бернли,Андре Марринер,1.95,3.3,4.2,21,2,2,1663,1418,245,53,47,11,10,0,0,424,352,56,75,20,33,23,13,64,52,26,18,14,18,6,7,8,10,157,169,24,7,9,5,12,5,12,2,4-4-2,6.78,4-4-2,6.82,2.526315789473684,19.105263157894736,11.642857142857142,11.689655172413794,11.142857142857142,10.586206896551724,7.81,10.19,,
