Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
71,Бернли,Эвертон,Грэм Скотт,3.2,3.1,2.37,17,0,0,864,1247,-383,40,60,5,12,2,3,327,471,71,69,18,25,10,12,60,51,29,33,15,9,7,9,18,7,149,161,9,11,3,2,6,9,3,2,4-4-2,6.84,4-2-3-1,6.75,2.6,19.4,9.0,10.285714285714286,15.333333333333334,11.714285714285714,19.5,7.8,,
72,Ливерпуль,Лестер,Крис Кавана,1.5699999999999998,4.2,5.5,26,1,0,1600,596,1004,50,50,9,17,1,4,494,478,79,66,17,19,24,25,63,54,11,17,19,16,4,6,14,19,165,181,18,2,8,1,14,1,4,1,4-3-3,7.07,4-1-4-1,6.92,2.4,21.2,7.333333333333333,8.714285714285714,11.333333333333334,10.571428571428571,7.78,9.25,,
73,Норвич,Астон Вилла,Энди Мэдли,2.37,3.6,2.8,31,0,2,1319,1603,-284,57,43,14,17,1,3,472,345,37,71,20,17,24,14,64,47,10,14,20,16,10,6,7,11,139,127,21,22,5,12,15,12,6,10,4-2-3-1,6.68,4-3-3,6.83,1.0,17.0,8.666666666666666,9.285714285714286,13.333333333333334,11.857142857142858,6.04,8.8,,
74,Уотфорд,Шеффилд Юнайтед,Андре Марринер,2.3,3.2,3.25,13,0,0,662,1491,-829,39,61,7,6,0,2,360,554,57,104,20,30,19,11,59,53,26,25,17,15,7,7,9,9,163,164,8,9,2,3,5,5,3,4,5-3-2,6.58,3-5-2,6.78,2.25,15.25,13.666666666666666,11.142857142857142,13.0,12.0,19.38,6.73,,
75,Вест Хэм,Кристал Пэлас,Майкл Оливер,1.95,3.6,3.75,18,0,0,992,907,85,51,49,11,7,3,2,519,489,55,66,15,9,8,18,59,52,27,20,19,10,2,2,9,9,131,146,9,7,4,4,8,5,1,2,4-1-4-1,6.87,4-5-1,6.86,3.333333333333333,19.5,10.0,10.142857142857142,13.333333333333334,13.142857142857142,14.79,20.07,,
76,Арсенал,Борнмут,Мартин Аткинсон,1.36,5.5,7.0,18,1,0,1279,602,677,52,48,12,6,1,2,443,403,78,49,24,16,17,19,55,66,14,26,23,14,14,5,8,19,166,150,12,10,2,2,9,5,3,5,4-2-3-1,6.86,4-4-2,6.82,3.6666666666666665,23.33333333333333,13.0,9.714285714285714,11.0,8.857142857142858,7.03,10.22,,
77,Манчестер Сити,Вулверхэмптон,Крэйг Поусон,1.12,8.5,21.0,25,0,0,2183,236,1947,76,24,11,14,5,2,714,230,63,64,36,5,19,19,49,54,11,15,14,18,9,1,11,15,145,117,18,7,2,2,9,4,9,3,4-2-3-1,7.26,3-5-2,6.73,3.0,24.25,9.666666666666666,10.0,11.666666666666666,10.571428571428571,4.12,19.69,,
78,Саутгемптон,Челси,Пол Тирни,4.6,4.2,1.66,23,1,3,868,1285,-417,43,57,8,15,0,1,400,528,73,64,11,9,22,15,64,51,17,22,23,19,3,4,9,14,177,180,10,13,3,7,6,7,4,6,4-3-3,6.75,4-3-3,6.88,3.4,22.2,11.666666666666666,11.428571428571429,11.0,8.714285714285714,10.88,11.11,,
79,Ньюкасл,Манчестер Юнайтед,Майк Дин,3.8,3.25,2.05,22,0,0,365,1347,-982,31,69,12,10,3,3,281,594,65,51,9,25,17,10,53,41,23,18,12,11,4,6,14,8,124,133,12,12,2,3,4,7,8,5,5-4-1,6.71,4-2-3-1,6.84,4.166666666666667,20.166666666666668,9.666666666666666,8.285714285714286,8.0,11.285714285714286,28.45,6.82,,
80,Эвертон,Вест Хэм,Пол Тирни,1.75,4.0,4.2,30,1,0,1833,435,1398,51,49,15,15,2,2,390,384,63,65,24,5,19,17,71,62,25,22,24,13,11,2,12,8,158,178,19,8,10,4,12,5,7,3,4-2-3-1,6.73,4-1-4-1,6.84,3.0,22.33333333333333,9.0,11.75,10.25,10.25,5.72,10.05,,
81,Астон Вилла,Брайтон,Дэвид Кут,2.3,3.5,3.0,26,1,1,1524,992,532,48,52,9,17,1,4,441,475,44,47,31,17,25,10,51,44,9,17,6,11,7,5,11,10,119,107,24,20,8,5,16,11,8,9,4-3-3,6.87,4-4-2,6.85,2.5,24.0,10.75,12.5,9.5,10.25,15.06,9.52,,
82,Борнмут,Норвич,Ли Мейсон,1.72,4.2,4.2,19,0,0,1228,916,312,47,53,8,11,1,3,407,469,52,67,33,14,14,18,53,56,18,25,16,14,6,7,10,9,149,136,11,10,2,1,5,3,6,7,4-4-2,6.82,4-1-4-1,6.67,4.0,21.666666666666668,7.25,8.5,9.75,9.875,12.7,11.83,,
83,Челси,Ньюкасл,Андре Марринер,1.25,6.0,11.0,21,0,0,2708,196,2512,71,29,9,12,2,1,634,258,46,53,27,10,18,20,71,45,23,18,23,12,11,0,8,6,143,144,16,5,8,0,15,3,1,2,4-3-3,6.88,5-4-1,6.74,2.2,14.8,7.0,9.5,7.25,8.75,4.65,23.5,,
84,Лестер,Бернли,Джонатан Мосс,1.45,4.333333333333334,7.0,14,1,1,1592,611,981,64,36,4,10,0,3,556,303,45,44,22,19,16,14,61,48,23,24,22,15,9,4,11,13,133,140,19,13,3,4,10,8,9,5,4-1-4-1,6.87,4-4-2,6.86,4.333333333333333,23.5,10.0,11.375,11.25,9.625,7.6,15.2,,
85,Тоттенхэм,Уотфорд,Крис Кавана,1.45,4.5,7.0,14,0,1,2054,199,1855,69,31,5,9,4,3,686,313,43,77,40,5,19,16,47,57,16,18,11,20,11,2,11,14,184,135,12,7,2,2,7,4,5,3,3-4-2-1,6.84,5-3-2,6.61,2.833333333333333,22.0,11.75,11.25,9.25,10.625,7.43,18.89,,
86,Вулверхэмптон,Саутгемптон,Питер Бэнкс,2.0,3.25,4.0,27,0,0,777,895,-118,57,43,10,17,3,2,511,385,62,58,14,9,17,15,62,45,24,19,11,9,1,3,10,13,160,143,4,14,1,5,2,12,2,2,3-5-2,6.78,3-4-2-1,6.71,4.0,20.0,9.75,11.0,11.25,11.0,14.67,12.04,,
87,Кристал Пэлас,Манчестер Сити,Энтони Тейлор,11.0,8.0,1.2,18,0,2,319,2793,-2474,28,72,8,10,1,1,276,682,57,57,8,29,13,22,47,56,13,21,13,11,1,8,22,6,115,136,7,21,2,10,5,17,2,4,4-5-1,6.87,4-3-3,7.19,4.285714285714286,19.0,13.0,12.375,10.25,10.125,18.58,6.74,,
88,Манчестер Юнайтед,Ливерпуль,Мартин Аткинсон,4.0,3.6,1.9,20,1,0,539,1208,-669,32,68,6,14,0,1,299,652,62,49,15,25,16,9,41,54,10,26,10,18,3,1,11,10,163,164,7,10,2,4,3,6,4,4,3-4-1-2,6.82,4-3-3,7.07,3.571428571428572,22.571428571428573,13.75,11.125,9.75,8.75,31.5,5.17,,
89,Шеффилд Юнайтед,Арсенал,Майк Дин,3.6,3.6,2.0,22,1,0,701,1511,-810,31,69,10,12,4,4,287,633,62,68,19,30,6,29,62,59,28,15,21,17,7,12,13,5,136,150,8,9,2,3,5,5,3,4,3-5-2,6.8,4-2-3-1,6.87,4.428571428571429,20.428571428571427,11.25,11.25,7.25,10.0,12.21,5.94,,
90,Саутгемптон,Лестер,Андре Марринер,3.1,3.4,2.3,15,0,5,335,2459,-2124,27,73,3,12,0,0,272,709,59,48,7,26,26,38,60,63,10,10,20,26,2,7,17,5,160,154,6,25,3,15,3,16,3,9,3-5-2,6.71,4-1-4-1,6.89,2.333333333333333,15.833333333333334,10.75,11.666666666666666,12.75,10.555555555555555,17.05,3.19,,
91,Манчестер Сити,Астон Вилла,Грэм Скотт,1.08,12.0,21.0,15,0,0,2379,501,1878,63,37,10,5,3,1,597,341,44,51,23,18,18,16,50,39,17,9,13,10,13,7,9,13,109,113,26,11,10,5,22,8,4,3,4-3-3,7.22,4-1-4-1,6.91,3.0,19.0,10.0,10.11111111111111,14.25,12.11111111111111,8.08,26.7,,
92,Брайтон,Эвертон,Энди Мэдли,2.62,3.25,2.75,24,1,1,911,968,-57,55,45,12,12,2,1,533,425,43,53,8,12,15,17,48,46,8,11,18,17,0,5,17,17,146,137,8,10,4,6,5,7,3,3,4-4-2,6.84,4-2-3-1,6.79,2.5,24.0,11.0,11.0,14.5,12.11111111111111,8.46,11.68,,
93,Уотфорд,Борнмут,Майк Дин,2.25,3.5,3.1,22,0,0,746,1348,-602,40,60,14,8,5,3,337,501,59,52,19,25,16,16,47,55,12,15,20,16,5,10,12,15,148,144,7,15,3,5,3,6,4,9,5-3-2,6.63,4-4-2,6.84,4.875,20.625,12.0,10.444444444444445,9.75,8.444444444444445,13.15,9.37,,
94,Вест Хэм,Шеффилд Юнайтед,Дэвид Кут,2.2,3.4,3.25,17,1,0,1851,677,1174,60,40,7,10,2,2,545,357,76,71,34,15,14,18,51,55,22,25,12,11,10,4,9,14,162,139,12,10,4,4,9,9,3,1,4-1-4-1,6.82,3-5-2,6.82,3.333333333333333,24.666666666666668,10.25,10.77777777777778,11.25,11.11111111111111,10.13,14.43,,
95,Бернли,Челси,Майкл Оливер,4.75,4.1,1.66,15,0,2,1253,1396,-143,36,64,7,8,3,2,390,691,79,56,19,16,15,12,53,44,21,16,16,13,5,6,13,11,156,152,13,16,5,7,10,9,3,7,4-4-2,6.83,4-2-3-1,6.92,3.571428571428572,19.285714285714285,8.0,9.666666666666666,12.0,9.444444444444445,15.96,10.47,,
96,Ньюкасл,Вулверхэмптон,Кевин Френд,3.4,3.0,2.35,24,1,0,673,1380,-707,43,57,8,16,2,2,405,533,51,49,22,26,20,16,71,61,30,25,13,18,3,6,5,7,138,134,13,13,2,5,7,9,6,4,5-4-1,6.73,3-5-2,6.77,5.0,25.0,10.25,9.11111111111111,12.25,10.88888888888889,38.63,9.6,,
97,Арсенал,Кристал Пэлас,Мартин Аткинсон,1.44,4.75,6.5,27,2,1,1783,683,1100,56,44,18,9,2,0,444,345,50,61,29,25,14,15,54,65,17,25,21,14,12,5,6,9,135,134,15,10,6,4,10,8,5,2,4-4-2,6.87,4-5-1,6.85,3.25,22.25,12.75,10.22222222222222,11.75,11.88888888888889,7.67,26.3,,
98,Ливерпуль,Тоттенхэм,Энтони Тейлор,1.45,4.75,6.5,20,0,1,2744,522,2222,68,32,9,11,3,3,631,298,69,59,34,11,17,13,59,46,23,16,20,16,8,3,12,10,169,153,21,11,13,4,15,9,6,2,4-3-3,7.05,4-3-3,6.82,4.0,18.875,7.75,9.333333333333334,10.75,10.555555555555555,5.07,32.3,,
99,Норвич,Манчестер Юнайтед,Стюарт Аттвелл,4.5,3.8,1.75,23,0,2,500,1895,-1395,46,54,13,10,2,2,417,480,42,56,6,19,23,30,53,61,4,6,26,24,1,10,8,6,138,137,10,21,3,11,6,13,4,8,4-1-4-1,6.69,4-2-3-1,6.82,3.5,17.25,10.0,10.0,8.5,10.555555555555555,8.65,9.5,,
100,Борнмут,Манчестер Юнайтед,Крис Кавана,3.5,3.6,2.05,26,1,0,816,1445,-629,42,58,14,12,4,3,366,488,66,60,13,23,13,16,44,47,15,7,13,18,4,10,19,12,158,168,13,15,6,4,9,5,4,10,4-4-2,6.86,4-2-3-1,6.83,3.4285714285714284,20.857142857142858,7.4,8.4,8.8,10.5,8.26,8.5,,
101,Арсенал,Вулверхэмптон,Майкл Оливер,1.72,3.9,4.5,21,1,0,1308,1094,214,57,43,6,15,0,2,539,397,42,57,32,25,15,19,48,57,7,18,16,22,8,9,7,14,137,130,10,24,4,8,9,15,1,9,4-3-1-2,6.87,3-4-3,6.78,3.75,18.75,13.8,11.0,13.0,11.4,14.07,11.76,,
102,Астон Вилла,Ливерпуль,Джонатан Мосс,9.0,6.0,1.28,21,1,0,272,2694,-2422,26,74,12,9,1,2,226,634,72,59,13,39,14,14,52,54,19,22,20,17,2,10,13,8,157,172,4,25,2,6,3,18,1,7,4-3-3,6.87,4-3-3,7.07,4.142857142857143,22.142857142857142,10.4,11.4,10.6,9.3,20.93,4.4,,
103,Брайтон,Норвич,Кевин Френд,1.55,4.333333333333334,5.5,19,0,0,1740,236,1504,58,42,11,8,0,1,538,391,55,46,19,4,25,23,61,47,14,6,19,13,8,3,13,13,128,125,21,7,5,0,15,5,6,2,4-4-2,6.84,4-2-3-1,6.67,4.833333333333333,24.83333333333333,11.2,11.1,10.0,10.3,6.97,15.21,,
104,Манчестер Сити,Саутгемптон,Ли Мейсон,1.07,13.0,23.0,21,0,1,3743,170,3573,75,25,11,10,3,1,639,225,62,66,62,4,34,20,60,67,18,24,9,20,17,0,3,11,175,118,26,3,4,3,19,1,7,2,4-3-3,7.22,5-3-2,6.6,4.0,21.0,10.0,10.1,12.4,10.8,3.19,17.75,,
105,Шеффилд Юнайтед,Бернли,Саймон Хупер,2.25,3.25,3.25,20,3,0,1191,787,404,45,55,8,12,1,2,384,460,75,85,23,23,13,7,73,44,33,29,17,5,7,6,7,4,162,174,13,6,6,0,12,5,1,1,3-5-2,6.82,4-4-2,6.81,4.0,18.0,11.0,11.0,11.0,9.4,17.71,8.5,,
106,Вест Хэм,Ньюкасл,Стюарт Аттвелл,1.75,3.8,4.5,17,0,2,1918,708,1210,69,31,10,7,2,1,583,262,45,70,34,11,23,24,49,64,18,20,13,18,7,3,5,10,149,128,16,12,6,9,13,7,3,5,4-1-4-1,6.82,5-4-1,6.73,3.6,18.4,9.6,10.4,8.2,9.0,4.17,14.47,,
107,Уотфорд,Челси,Энтони Тейлор,5.0,4.333333333333334,1.61,13,0,1,296,1746,-1450,32,68,8,5,4,2,373,793,51,57,17,13,18,20,42,50,11,12,16,16,1,6,8,13,128,131,12,16,3,10,8,11,4,5,5-4-1,6.67,4-2-3-1,6.93,4.222222222222222,19.0,12.4,10.8,11.2,9.3,20.2,11.26,,
108,Кристал Пэлас,Лестер,Пол Тирни,3.6,3.4,2.05,31,0,0,833,1174,-341,44,56,15,16,2,2,334,431,46,54,20,20,20,15,66,58,19,18,19,22,5,6,9,8,140,125,12,14,3,5,3,11,9,3,4-5-1,6.84,4-1-4-1,6.98,3.142857142857143,23.428571428571427,12.0,11.6,12.6,10.7,17.8,6.41,,
109,Эвертон,Тоттенхэм,Мартин Аткинсон,2.5,3.6,2.7,17,0,0,1027,528,499,47,53,9,8,1,2,375,443,72,56,28,7,19,15,66,48,16,18,26,15,5,2,6,11,156,151,7,5,3,2,6,3,1,2,4-1-4-1,6.77,4-2-3-1,6.82,3.111111111111111,22.77777777777778,10.2,12.1,10.8,10.6,11.24,10.22,,
110,Норвич,Уотфорд,Андре Марринер,2.8,3.6,2.37,20,0,1,1903,634,1269,65,35,7,13,1,4,597,315,46,56,28,10,31,22,56,56,8,10,18,25,10,4,7,15,155,125,17,12,5,2,7,7,10,5,4-2-3-1,6.66,5-3-2,6.67,2.0,15.714285714285714,10.6,10.090909090909092,9.2,10.545454545454543,7.58,15.55,,
111,Челси,Кристал Пэлас,Майк Дин,1.4,4.75,7.5,26,0,0,1972,286,1686,60,40,9,17,3,2,572,377,53,54,22,7,19,18,68,56,19,16,19,19,7,0,10,11,133,130,23,3,5,1,11,1,12,2,4-2-3-1,6.95,4-5-1,6.82,5.222222222222222,20.77777777777778,7.4,8.909090909090908,11.2,11.909090909090908,7.75,13.91,,
112,Бернли,Вест Хэм,Кевин Френд,2.1,3.6,3.3,27,2,0,1373,565,808,40,60,17,10,2,1,299,459,69,80,24,21,25,7,65,57,35,26,7,14,11,4,8,12,144,159,14,7,12,4,9,3,5,4,4-4-2,6.76,4-4-1-1,6.8,4.285714285714286,24.0,7.8,9.636363636363637,11.2,10.363636363636363,9.08,5.71,,
113,Ньюкасл,Борнмут,Мартин Аткинсон,2.55,3.25,2.8,15,1,1,888,1225,-337,33,67,10,5,2,0,279,559,69,56,18,24,15,21,55,52,23,19,18,14,5,4,8,8,138,148,21,16,9,4,12,9,9,7,5-4-1,6.75,4-4-2,6.88,3.1,22.2,9.8,8.818181818181818,9.4,8.909090909090908,18.88,7.82,,
114,Саутгемптон,Эвертон,Пол Тирни,3.1,3.5,2.25,24,0,1,661,1890,-1229,47,53,12,12,1,1,345,377,50,67,11,26,19,18,56,75,24,27,12,23,5,9,6,10,165,166,4,24,3,5,1,19,3,5,3-4-3,6.61,4-2-3-1,6.78,3.25,24.375,9.2,10.727272727272728,14.0,11.818181818181818,9.94,6.52,,
115,Тоттенхэм,Шеффилд Юнайтед,Грэм Скотт,1.5,4.333333333333334,6.5,15,0,0,1076,970,106,61,39,6,9,2,2,602,378,52,68,16,15,25,21,63,59,22,14,19,27,4,4,5,10,148,152,17,14,5,4,7,8,10,6,4-2-3-1,6.8,3-5-2,6.87,3.142857142857143,18.428571428571427,10.4,10.363636363636363,11.0,10.727272727272728,9.53,11.52,,
116,Лестер,Арсенал,Крис Кавана,1.85,4.0,3.75,20,0,0,1301,552,749,50,50,10,10,1,1,486,478,28,51,16,16,17,20,46,42,9,4,19,18,5,4,11,7,113,132,19,8,7,1,9,5,10,3,4-1-4-1,7.0,3-4-1-2,6.88,3.875,21.5,8.8,11.181818181818182,8.2,10.545454545454543,8.09,17.14,,
117,Манчестер Юнайтед,Брайтон,Джонатан Мосс,1.6,3.8,6.0,24,2,0,1588,485,1103,42,58,10,14,2,5,358,483,42,52,17,14,26,16,67,61,11,14,24,28,5,2,10,10,139,150,21,6,11,2,12,5,9,1,4-2-3-1,6.84,4-4-2,6.88,4.0,22.0,12.2,10.636363636363637,11.0,11.090909090909092,11.96,5.31,,
118,Вулверхэмптон,Астон Вилла,Энтони Тейлор,1.66,3.8,5.25,25,1,0,1157,743,414,50,50,17,8,4,3,385,375,67,52,21,27,32,24,59,65,19,13,14,20,6,3,11,9,127,135,17,13,5,4,12,5,5,8,3-4-3,6.8,4-3-3,6.86,4.4,18.4,9.8,11.727272727272728,12.4,11.454545454545457,6.59,6.3,,
119,Ливерпуль,Манчестер Сити,Майкл Оливер,2.7,3.6,2.5,15,2,0,794,1316,-522,45,55,10,5,0,2,416,507,73,55,17,31,22,23,44,58,13,14,13,15,4,13,10,10,139,147,12,18,5,3,9,12,3,6,4-3-3,7.07,4-2-3-1,7.21,3.555555555555556,19.0,8.0,9.272727272727272,10.2,10.181818181818182,20.46,12.05,,
120,Вест Хэм,Тоттенхэм,Майкл Оливер,4.5,4.333333333333334,1.66,26,0,2,774,1466,-692,47,53,12,14,3,2,407,471,62,57,21,13,19,18,66,68,22,27,18,19,3,7,5,9,147,135,11,15,4,6,8,10,3,5,4-4-1-1,6.79,4-2-3-1,6.8,3.4,18.6,9.666666666666666,10.333333333333334,10.333333333333334,10.0,11.33,9.09,,
121,Арсенал,Саутгемптон,Стюарт Аттвелл,1.45,4.75,6.5,32,1,1,1128,1108,20,61,39,13,19,6,2,487,316,37,52,32,13,30,21,79,52,15,9,25,18,6,8,15,16,147,138,12,21,5,6,12,11,0,10,3-4-1-2,6.87,4-4-2,6.6,3.5,18.166666666666668,12.5,10.5,12.0,10.833333333333334,6.0,7.34,,
122,Борнмут,Вулверхэмптон,Саймон Хупер,2.87,3.25,2.5,22,0,2,798,1350,-552,46,54,10,12,4,1,443,509,55,71,18,21,14,11,39,49,12,22,9,11,5,9,12,6,128,111,9,18,2,8,7,7,2,11,3-4-3,6.87,3-4-3,6.81,3.5,19.0,8.5,8.583333333333334,13.333333333333334,12.166666666666666,14.04,13.7,,
123,Брайтон,Лестер,Майк Дин,3.75,3.6,1.95,10,0,0,717,1399,-682,52,48,9,1,2,0,458,418,48,53,24,20,16,13,28,45,9,11,11,17,6,7,7,12,141,117,7,19,0,9,5,16,2,3,3-4-2-1,6.86,4-1-4-1,7.02,5.2,21.3,11.166666666666666,11.333333333333334,13.166666666666666,11.083333333333334,16.47,27.0,,
124,Кристал Пэлас,Ливерпуль,Кевин Френд,6.5,4.4,1.5,15,0,0,1355,1359,-4,40,60,8,7,0,1,330,510,62,58,25,25,17,13,51,59,21,24,14,24,9,8,8,6,141,139,16,12,6,4,8,9,8,3,4-5-1,6.8,4-3-3,7.06,4.125,24.375,12.5,12.333333333333334,10.333333333333334,9.333333333333334,21.92,10.11,,
125,Эвертон,Норвич,Энтони Тейлор,1.33,5.5,8.0,23,0,0,1519,622,897,57,43,12,11,3,5,401,307,74,71,33,15,12,22,58,61,23,24,20,18,7,7,5,9,162,142,18,13,7,5,12,12,6,1,4-2-3-1,6.81,4-2-3-1,6.66,4.636363636363637,19.0,10.0,11.833333333333334,9.666666666666666,9.833333333333334,5.96,8.22,,
126,Уотфорд,Бернли,Пол Тирни,2.2,3.25,3.4,27,0,0,1178,988,190,61,39,14,13,1,3,396,248,62,73,33,16,7,11,60,51,31,23,11,6,7,5,1,12,148,128,15,11,4,5,8,7,7,4,5-3-2,6.71,4-4-2,6.79,3.111111111111111,24.33333333333333,11.666666666666666,10.75,11.166666666666666,10.25,5.95,11.63,,
127,Манчестер Сити,Челси,Мартин Аткинсон,1.36,5.5,7.0,14,2,1,1363,638,725,46,54,5,9,1,1,558,644,45,44,19,13,16,22,46,43,12,7,15,15,8,2,10,17,130,110,15,11,4,2,7,8,8,3,4-3-3,7.17,4-3-3,6.96,3.0,21.545454545454547,10.166666666666666,9.75,10.166666666666666,8.916666666666666,16.33,18.63,,
128,Шеффилд Юнайтед,Манчестер Юнайтед,Андре Марринер,3.75,3.4,2.05,23,1,0,1159,1045,114,40,60,13,10,1,2,383,587,72,52,28,11,12,18,52,55,22,23,13,10,6,3,16,9,165,160,12,11,8,5,5,7,7,4,3-5-2,6.87,3-4-2-1,6.86,2.375,16.25,10.5,10.583333333333334,9.333333333333334,10.583333333333334,10.48,8.63,,
129,Астон Вилла,Ньюкасл,Ли Мейсон,2.15,3.4,3.4,19,2,0,2121,706,1415,62,38,10,9,1,1,490,296,54,62,28,21,16,21,50,57,18,22,15,15,11,6,6,9,125,121,17,11,8,5,12,5,5,6,4-3-3,6.85,5-4-1,6.76,4.0,21.0,10.666666666666666,11.166666666666666,8.0,8.916666666666666,7.33,17.6,,
130,Ньюкасл,Манчестер Сити,Крис Кавана,13.0,8.0,1.16,10,1,1,196,2832,-2636,23,77,4,6,1,2,238,760,60,46,10,38,19,15,56,41,17,16,18,12,1,10,17,9,137,152,6,24,3,9,1,15,5,9,5-4-1,6.76,4-3-3,7.15,3.6666666666666665,21.33333333333333,9.833333333333334,8.923076923076923,9.333333333333334,9.384615384615383,38.56,4.12,,
131,Бернли,Кристал Пэлас,Питер Бэнкс,2.0,3.4,3.8,22,0,1,1047,976,71,43,57,13,9,2,0,347,464,80,65,26,17,13,22,70,68,33,32,20,15,5,6,16,12,172,171,15,7,4,2,12,6,3,1,4-4-2,6.82,4-5-1,6.79,4.5,23.5,9.333333333333334,10.461538461538462,12.166666666666666,12.0,8.38,7.29,,
132,Челси,Вест Хэм,Джонатан Мосс,1.25,6.5,10.0,16,0,0,1853,501,1352,65,35,0,16,0,3,671,354,43,68,39,15,41,13,70,62,21,25,7,26,9,3,19,15,160,138,19,5,6,4,14,5,5,0,4-2-3-1,6.95,4-4-1-1,6.78,4.333333333333333,22.22222222222222,7.666666666666667,8.923076923076923,11.0,10.461538461538462,11.36,11.21,,
133,Ливерпуль,Брайтон,Мартин Аткинсон,1.18,7.0,16.0,13,2,0,1192,1246,-54,44,56,3,10,0,0,482,592,76,59,12,20,16,17,36,36,9,12,11,11,4,5,11,14,132,148,15,12,7,5,12,5,3,7,4-3-3,7.05,4-3-2-1,6.84,2.9166666666666665,20.916666666666668,8.333333333333334,9.153846153846152,11.5,11.153846153846152,14.92,15.06,,
134,Тоттенхэм,Борнмут,Ли Мейсон,1.28,5.75,9.5,22,1,0,1496,1472,24,52,48,10,12,0,2,515,455,62,53,15,23,19,22,78,44,30,14,19,8,4,8,15,15,135,151,14,20,5,6,11,12,3,8,4-2-3-1,6.8,4-4-2,6.86,3.6666666666666665,20.666666666666668,9.666666666666666,10.307692307692308,8.666666666666666,8.692307692307692,8.89,8.56,,
135,Саутгемптон,Уотфорд,Майкл Оливер,2.05,3.6,3.5,16,0,1,1874,537,1337,62,38,6,10,1,0,548,315,57,62,25,20,27,15,59,52,12,21,17,18,6,7,12,13,181,167,11,6,6,3,7,4,4,2,4-4-2,6.61,5-3-2,6.69,3.5454545454545454,19.272727272727277,9.666666666666666,11.461538461538462,9.833333333333334,11.0,7.56,14.2,,
136,Норвич,Арсенал,Пол Тирни,4.2,4.333333333333334,1.7,18,2,1,853,1854,-1001,39,61,8,10,2,1,364,541,41,55,16,37,19,14,46,48,11,15,12,16,7,12,10,9,118,143,15,16,8,7,10,13,5,3,4-2-3-1,6.7,4-2-3-1,6.88,3.2,24.6,10.0,9.923076923076923,8.5,10.692307692307692,24.67,7.88,,
137,Вулверхэмптон,Шеффилд Юнайтед,Дэвид Кут,2.2,3.0,3.75,30,0,1,1142,856,286,59,41,12,18,1,5,517,361,62,70,32,18,24,16,75,63,26,26,17,19,7,2,11,17,156,142,13,10,3,4,8,9,5,1,3-4-3,6.84,3-5-2,6.86,3.5,22.75,11.0,12.153846153846152,10.666666666666666,10.76923076923077,7.57,7.89,,
138,Лестер,Эвертон,Грэм Скотт,1.5699999999999998,4.2,5.75,16,0,1,1641,453,1188,69,31,7,9,0,1,652,275,63,63,25,22,23,20,64,59,23,19,19,20,4,4,10,21,162,143,16,11,6,3,13,9,3,2,4-1-4-1,7.03,3-4-3,6.81,3.25,18.0,9.0,10.307692307692308,13.666666666666666,11.846153846153848,5.61,18.35,,
139,Манчестер Юнайтед,Астон Вилла,Крэйг Поусон,1.44,4.75,7.0,24,1,1,1353,643,710,62,38,16,8,4,1,525,309,42,68,29,24,23,14,36,55,15,8,6,22,9,9,10,10,141,141,16,9,6,3,10,7,6,2,4-2-3-1,6.85,4-3-3,6.88,3.8,24.4,11.833333333333334,10.538461538461538,11.666666666666666,11.076923076923077,6.65,12.0,,
140,Кристал Пэлас,Борнмут,Энтони Тейлор,2.2,3.5,3.2,21,0,0,435,1586,-1151,30,70,6,15,3,3,258,575,60,47,15,30,18,21,58,71,18,26,16,26,6,9,12,8,134,141,7,6,2,3,4,4,3,2,4-5-1,6.8,4-4-2,6.84,4.916666666666667,19.33333333333333,11.857142857142858,11.785714285714286,9.142857142857142,8.928571428571429,20.33,5.62,,
141,Бернли,Манчестер Сити,Джонатан Мосс,13.0,6.5,1.22,15,0,1,255,2302,-2047,24,76,9,6,1,1,250,774,56,57,9,28,9,14,45,37,22,13,14,8,3,6,13,6,129,139,4,17,2,8,3,9,1,8,4-4-1-1,6.8,4-3-3,7.12,4.2,21.6,9.857142857142858,10.642857142857142,8.857142857142858,9.142857142857142,25.94,11.2,,
