Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Ref_Mean_Cards,Ref_Mean_Fouls,Team1_Mean_Fouls_Home,Team1_Mean_Fouls,Team2_Mean_Fouls_Away,Team2_Mean_Fouls,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
212,Челси,Бернли,Кевин Френд,1.3,5.5,9.5,11,2,0,2191,299,1892,65,35,7,4,0,3,568,300,66,62,27,10,13,11,37,49,14,20,13,13,10,3,9,9,149,135,18,7,8,3,13,4,5,3,4-3-3,6.95,4-4-1-1,6.74,3.7857142857142856,22.071428571428573,8.3,9.857142857142858,12.3,11.666666666666666,9.59,28.82,,
213,Эвертон,Брайтон,Дэвид Кут,1.9,3.9,3.75,14,1,0,1233,708,525,53,47,7,7,2,1,491,426,65,85,27,14,16,23,51,47,17,17,21,13,4,3,12,10,156,169,14,9,6,2,11,7,3,2,4-4-2,6.82,3-4-3,6.86,4.0,23.5,11.1,12.142857142857142,11.1,10.476190476190476,8.69,17.44,,
214,Лестер,Саутгемптон,Ли Мейсон,1.7,3.8,5.0,26,1,1,741,1572,-831,58,42,9,17,0,3,455,318,59,66,11,17,18,18,66,67,21,28,20,23,2,4,10,13,192,199,5,16,5,10,4,10,1,6,4-1-4-1,6.98,4-4-2,6.71,3.555555555555556,22.11111111111111,9.0,10.0,13.2,11.952380952380953,12.0,7.73,,
215,Манчестер Юнайтед,Норвич,Энтони Тейлор,1.33,5.5,8.0,25,1,0,1668,505,1163,59,41,18,7,0,0,646,440,56,56,16,8,27,26,55,64,10,6,21,22,4,2,14,13,152,146,13,8,6,3,9,1,4,7,4-2-3-1,6.85,4-2-3-1,6.73,4.588235294117647,19.529411764705884,11.6,10.857142857142858,10.3,9.904761904761903,5.0,15.89,,
216,Вулверхэмптон,Ньюкасл,Питер Бэнкс,1.44,4.333333333333334,7.5,25,1,1,1464,389,1075,65,35,13,12,0,3,593,311,65,62,20,11,23,22,58,52,18,15,16,15,5,2,14,7,148,131,9,5,4,1,5,1,4,4,3-4-3,6.89,5-4-1,6.78,4.2,21.8,10.7,10.904761904761903,8.2,9.0,4.73,16.7,,
217,Тоттенхэм,Ливерпуль,Мартин Аткинсон,4.75,4.1,1.66,12,0,1,343,1708,-1365,33,67,4,8,0,2,381,786,48,50,10,18,24,24,45,59,9,15,13,20,4,3,13,6,129,151,14,13,4,7,9,12,5,1,4-4-2,6.84,4-3-3,7.08,3.0,21.77777777777778,9.9,10.095238095238097,8.8,8.285714285714286,29.94,12.3,,
218,Борнмут,Уотфорд,Майк Дин,2.5,3.5,2.7,16,0,1,872,794,78,56,44,3,13,1,1,536,411,56,59,21,18,22,13,59,81,30,42,8,27,5,5,11,7,188,154,10,18,1,6,2,13,8,5,4-4-2,6.81,4-2-3-1,6.72,4.8125,21.875,8.4,9.523809523809524,9.9,11.523809523809524,13.07,11.44,,
219,Астон Вилла,Манчестер Сити,Джонатан Мосс,15.0,10.0,1.12,17,0,4,318,2769,-2451,29,71,5,12,2,1,362,877,51,41,7,16,26,25,54,49,12,11,15,16,2,4,9,8,111,111,7,22,1,12,7,14,0,8,5-3-2,6.85,4-3-3,7.09,3.933333333333333,20.0,12.6,11.523809523809524,10.5,10.047619047619047,34.31,7.63,,
220,Уотфорд,Тоттенхэм,Майкл Оливер,2.9,3.75,2.25,26,0,0,1240,961,279,41,59,13,13,2,3,342,504,65,51,25,13,21,26,82,61,34,16,25,17,3,3,13,8,171,154,15,16,2,5,11,11,4,5,4-2-3-1,6.75,4-3-3,6.84,3.294117647058824,19.823529411764707,13.0,11.590909090909092,10.272727272727272,9.818181818181818,9.17,7.29,,
221,Арсенал,Шеффилд Юнайтед,Майк Дин,1.95,3.4,4.0,22,1,0,1207,1075,132,61,39,9,13,1,2,567,353,58,61,17,24,24,15,55,64,22,28,13,20,4,5,12,18,161,152,11,12,4,4,7,9,4,3,4-2-3-1,6.86,3-5-2,6.86,4.647058823529412,21.529411764705884,11.909090909090908,11.090909090909092,10.818181818181818,10.772727272727272,9.44,8.97,,
222,Брайтон,Астон Вилла,Энди Мэдли,1.65,4.2,4.75,24,1,0,834,687,147,55,45,11,13,3,3,500,397,65,64,12,20,14,19,62,59,18,16,20,20,3,4,16,14,170,165,10,8,2,3,8,7,2,1,4-4-2,6.85,3-4-3,6.82,3.333333333333333,22.666666666666668,9.909090909090908,10.318181818181818,10.545454545454543,11.227272727272728,7.24,10.78,,
223,Манчестер Сити,Кристал Пэлас,Грэм Скотт,1.08,11.0,26.0,16,0,1,2859,142,2717,72,28,9,7,1,2,666,270,46,73,58,6,21,20,55,64,21,24,13,18,14,2,9,8,150,133,25,5,6,3,16,4,9,1,4-3-3,7.1,4-5-1,6.81,3.3076923076923075,18.307692307692307,9.636363636363637,10.136363636363637,11.363636363636363,10.909090909090908,4.92,29.5,,
224,Норвич,Борнмут,Пол Тирни,2.25,3.5,3.1,20,1,0,1600,677,923,66,34,10,10,2,2,635,316,68,64,12,14,22,9,57,59,22,28,13,19,4,5,11,18,151,144,16,6,5,3,7,5,9,1,4-2-3-1,6.72,4-3-3,6.79,3.0,24.0,9.545454545454543,9.772727272727272,10.545454545454543,9.227272727272728,9.76,13.75,,
225,Саутгемптон,Вулверхэмптон,Англия Даррен,2.6,3.1,2.87,25,2,0,976,872,104,52,48,13,12,2,1,402,371,80,78,24,14,20,26,54,75,21,31,14,13,1,3,10,11,185,186,11,8,5,4,9,6,2,2,4-4-2,6.72,3-4-3,6.89,3.0,20.0,10.818181818181818,12.181818181818182,11.090909090909092,11.0,5.19,15.31,,
226,Вест Хэм,Эвертон,Андре Марринер,2.9,3.4,2.4,24,1,1,1342,961,381,48,52,11,13,1,0,435,459,74,59,27,25,11,10,69,62,36,26,16,20,7,6,9,15,165,155,12,11,6,3,10,8,2,3,4-4-1-1,6.81,4-4-2,6.84,2.6153846153846154,17.0,9.727272727272728,10.363636363636363,13.090909090909092,11.909090909090908,9.8,8.26,,
227,Ньюкасл,Челси,Крис Кавана,5.5,4.333333333333334,1.55,23,0,0,279,1967,-1688,30,70,9,14,1,1,286,655,60,42,11,34,18,11,63,51,29,21,13,15,1,10,11,18,151,160,7,19,2,4,4,8,3,11,5-4-1,6.78,4-3-3,6.97,3.2666666666666666,20.33333333333333,9.727272727272728,9.136363636363637,11.272727272727272,9.727272727272728,23.27,4.23,,
228,Бернли,Лестер,Энтони Тейлор,4.2,3.6,1.85,22,0,1,927,1330,-403,44,56,14,8,1,0,386,492,70,66,19,23,26,20,68,74,33,27,16,23,4,5,12,11,163,153,8,18,5,8,5,12,3,6,4-4-2,6.73,4-1-4-1,6.97,4.333333333333333,19.83333333333333,11.090909090909092,11.318181818181818,10.909090909090908,9.954545454545457,9.72,9.83,,
229,Ливерпуль,Манчестер Юнайтед,Крэйг Поусон,1.4,4.75,7.5,17,1,0,1803,785,1018,53,47,7,10,1,3,509,455,62,37,28,18,25,14,64,44,16,13,22,16,11,5,10,13,173,153,16,9,5,4,12,4,4,5,4-3-3,7.09,3-4-1-2,6.87,4.181818181818182,25.454545454545453,7.818181818181818,8.272727272727273,10.181818181818182,11.181818181818182,11.0,15.0,,
230,Астон Вилла,Уотфорд,Мартин Аткинсон,3.1,3.4,2.3,29,0,1,1816,538,1278,64,36,11,18,2,2,558,314,69,64,36,14,21,14,71,61,34,20,9,21,6,3,12,22,183,145,16,8,5,2,13,8,3,0,3-4-3,6.82,4-2-3-1,6.76,2.9473684210526314,21.26315789473684,11.909090909090908,11.304347826086955,10.181818181818182,11.652173913043478,6.17,9.27,,
231,Борнмут,Брайтон,Кевин Френд,2.75,3.3,2.55,21,2,0,626,1730,-1104,34,66,9,12,1,1,303,567,54,51,10,23,10,18,44,56,18,18,10,16,5,8,21,6,148,152,11,21,3,8,8,9,3,12,4-4-1-1,6.78,4-4-2,6.85,3.733333333333333,21.33333333333333,7.909090909090909,9.26086956521739,10.727272727272728,10.347826086956522,11.13,6.43,,
232,Кристал Пэлас,Саутгемптон,Андре Марринер,2.75,3.2,2.7,25,0,1,429,1816,-1387,44,56,12,13,1,2,365,451,82,81,4,19,27,24,79,75,31,28,20,22,0,8,21,11,197,204,6,15,0,6,6,6,0,9,4-5-1,6.81,4-4-2,6.71,2.5,17.5,10.454545454545457,10.73913043478261,13.545454545454543,12.217391304347826,7.83,4.5,,
233,Эвертон,Ньюкасл,Саймон Хупер,1.5,4.2,6.5,23,1,0,1830,534,1296,54,46,13,10,1,1,562,462,71,56,24,18,15,12,61,47,27,18,15,9,6,4,11,11,145,154,17,9,8,3,7,7,10,2,4-4-2,6.84,5-4-1,6.79,4.0,21.0,10.727272727272728,11.956521739130435,8.545454545454545,9.130434782608695,11.72,15.09,,
234,Шеффилд Юнайтед,Манчестер Сити,Ли Мейсон,8.0,5.0,1.36,26,0,0,315,1822,-1507,32,68,13,13,4,3,286,600,74,57,21,27,11,15,57,50,23,21,13,8,5,13,10,11,143,124,4,18,1,5,4,12,0,6,3-5-2,6.86,3-4-2-1,7.1,3.5,22.5,10.727272727272728,10.869565217391305,10.636363636363637,10.08695652173913,23.0,8.83,,
235,Челси,Арсенал,Стюарт Аттвелл,1.72,3.9,4.5,17,1,0,2232,425,1807,58,42,11,6,2,1,546,385,44,58,35,18,25,17,56,54,21,13,18,21,17,5,10,5,133,138,19,2,8,2,15,1,4,1,4-3-3,6.96,4-2-3-1,6.86,4.727272727272728,20.181818181818183,8.181818181818182,9.91304347826087,10.272727272727272,11.0,8.32,21.67,,
236,Лестер,Вест Хэм,Дэвид Кут,1.45,4.75,6.5,29,2,0,2080,450,1630,67,33,10,19,1,1,569,273,54,51,21,15,15,14,69,46,25,21,17,9,7,8,9,10,133,137,19,6,8,2,13,6,6,0,4-1-4-1,6.96,5-3-2,6.82,3.888888888888889,22.444444444444443,9.0,9.869565217391305,11.0,10.391304347826088,5.95,15.8,,
237,Тоттенхэм,Норвич,Крис Кавана,1.33,5.25,9.0,19,1,0,1086,730,356,50,50,12,7,0,1,479,475,56,64,17,10,22,16,51,64,22,15,11,24,7,3,12,12,156,142,14,13,3,2,10,8,4,5,4-2-3-1,6.84,4-2-3-1,6.73,3.1875,20.5,9.363636363636363,9.956521739130435,10.0,9.782608695652174,9.03,14.24,,
238,Манчестер Юнайтед,Бернли,Джонатан Мосс,1.4,4.6,8.0,18,0,1,2049,370,1679,72,28,11,7,0,2,692,261,49,76,24,11,15,4,61,48,34,25,10,13,5,2,7,15,157,142,24,5,7,2,11,4,13,1,4-2-3-1,6.86,4-4-2,6.74,3.875,19.8125,12.181818181818182,11.130434782608695,11.545454545454543,11.434782608695652,10.9,13.88,,
239,Вулверхэмптон,Ливерпуль,Майкл Оливер,5.25,4.0,1.61,17,0,1,728,836,-108,46,54,6,11,0,1,505,594,80,57,23,12,24,18,60,39,19,11,11,11,2,4,11,11,146,133,10,13,3,6,8,10,2,3,3-4-1-2,6.89,4-3-3,7.09,3.388888888888889,20.166666666666668,10.909090909090908,11.043478260869565,8.727272727272727,8.217391304347826,22.38,11.89,,
240,Лестер,Челси,Ли Мейсон,2.5,3.5,2.7,30,0,0,1088,770,318,49,51,16,14,2,2,478,485,66,64,16,14,14,23,63,62,17,17,25,15,4,6,9,9,161,173,14,7,4,3,8,6,6,1,4-1-4-1,6.97,4-2-3-1,6.95,3.8181818181818175,22.818181818181817,9.083333333333334,9.875,11.5,9.958333333333334,7.85,14.63,,
241,Борнмут,Астон Вилла,Энтони Тейлор,2.15,3.4,3.4,25,2,0,769,1906,-1137,39,61,10,15,3,3,303,456,73,82,13,24,9,16,63,51,31,27,12,5,1,8,21,9,152,167,16,18,6,5,8,15,8,3,4-3-3,6.79,3-4-3,6.82,4.157894736842105,19.94736842105263,8.0,9.25,10.75,11.291666666666666,10.0,7.64,,
242,Кристал Пэлас,Шеффилд Юнайтед,Энди Мэдли,3.1,3.0,2.5,24,0,0,1413,722,691,60,40,9,15,3,2,515,337,62,70,28,16,13,16,64,64,31,24,14,20,9,5,10,13,159,149,13,10,3,3,8,6,5,4,4-5-1,6.8,3-5-2,6.85,3.7142857142857135,22.857142857142858,10.583333333333334,10.791666666666666,11.0,10.958333333333334,11.0,10.31,,
243,Ливерпуль,Саутгемптон,Кевин Френд,1.28,5.75,9.5,24,0,0,1325,774,551,61,39,9,15,0,2,530,321,85,68,15,19,14,14,50,52,16,17,14,18,6,11,11,6,175,172,16,17,9,4,11,11,5,6,4-3-3,7.08,4-4-2,6.73,3.625,21.3125,7.75,8.333333333333334,13.5,12.25,6.23,12.74,,
244,Ньюкасл,Норвич,Мартин Аткинсон,2.2,3.4,3.3,25,0,0,861,1594,-733,43,57,10,15,2,1,365,485,51,55,27,25,14,16,61,57,22,25,15,10,8,12,16,10,131,142,15,19,5,4,7,13,8,6,5-4-1,6.79,4-2-3-1,6.73,3.0,21.65,9.666666666666666,9.166666666666666,9.75,9.666666666666666,11.32,7.69,,
245,Уотфорд,Эвертон,Крэйг Поусон,2.9,3.4,2.4,31,2,2,912,978,-66,44,56,17,14,2,4,364,441,68,77,12,26,20,16,68,76,33,26,15,22,4,4,9,10,168,167,11,12,2,5,8,9,3,3,4-2-3-1,6.76,4-4-2,6.85,4.166666666666667,24.75,13.0,11.916666666666666,13.083333333333334,12.0,9.24,8.29,,
246,Вест Хэм,Брайтон,Майкл Оливер,2.4,3.4,2.87,17,2,0,762,1574,-812,35,65,8,9,1,1,321,607,65,68,22,24,22,16,72,60,28,28,23,19,4,6,15,12,148,153,12,19,6,6,8,12,4,7,4-1-4-1,6.79,4-2-3-1,6.85,3.263157894736842,20.0,9.833333333333334,10.75,10.833333333333334,10.416666666666666,17.33,6.33,,
247,Манчестер Юнайтед,Вулверхэмптон,Пол Тирни,2.1,3.4,3.5,29,0,0,1299,664,635,63,37,14,15,3,2,633,354,37,58,23,19,21,27,55,66,9,8,19,28,4,6,5,19,140,117,16,15,5,4,6,13,10,2,4-2-3-1,6.86,3-4-3,6.89,3.0588235294117645,23.764705882352946,12.083333333333334,11.125,11.166666666666666,10.833333333333334,7.24,9.34,,
248,Бернли,Арсенал,Крис Кавана,3.9,3.75,1.9,19,0,0,1290,1143,147,42,58,8,11,1,3,324,462,60,61,38,21,13,20,60,54,22,18,20,17,5,7,7,8,141,146,15,13,2,2,11,9,4,4,4-4-2,6.75,4-2-3-1,6.85,3.0588235294117645,20.41176470588235,11.333333333333334,11.25,9.916666666666666,10.791666666666666,11.17,6.64,,
249,Тоттенхэм,Манчестер Сити,Майк Дин,5.5,4.5,1.53,22,0,0,253,1628,-1375,33,67,8,14,2,5,347,692,55,43,6,24,15,22,51,44,9,13,21,15,2,6,12,12,124,139,3,19,3,6,3,14,0,5,4-2-3-1,6.84,4-3-3,7.1,4.555555555555555,21.55555555555556,9.583333333333334,10.041666666666666,10.833333333333334,10.208333333333334,21.41,7.32,,
250,Эвертон,Кристал Пэлас,Дэвид Кут,1.61,3.75,5.75,23,1,0,1131,1173,-42,46,54,11,12,0,1,358,420,52,53,24,20,18,22,72,63,30,25,20,15,4,6,12,9,162,165,14,10,8,2,11,8,3,2,4-4-2,6.85,4-1-4-1,6.79,3.7,23.1,10.916666666666666,12.08,11.0,10.72,8.13,7.86,,
251,Брайтон,Уотфорд,Кевин Френд,2.25,3.4,3.2,21,0,1,1519,256,1263,67,33,9,12,2,2,603,301,65,77,28,7,15,7,65,59,38,19,13,25,3,2,11,18,171,150,10,5,2,2,7,3,3,2,4-2-3-1,6.84,4-2-3-1,6.75,3.5294117647058822,21.47058823529412,10.0,10.36,10.833333333333334,12.12,7.15,15.36,,
252,Шеффилд Юнайтед,Борнмут,Джонатан Мосс,1.72,3.5,5.25,18,1,1,1445,602,843,54,46,10,8,2,3,449,391,87,61,36,15,16,13,78,53,41,28,17,10,8,4,7,7,188,163,16,10,6,2,14,8,2,2,3-5-2,6.86,4-5-1,6.8,3.764705882352941,19.705882352941178,10.916666666666666,11.12,10.5,9.28,9.37,10.15,,
253,Вулверхэмптон,Лестер,Майк Дин,2.62,3.25,2.75,23,0,0,1208,787,421,40,60,13,10,2,4,328,493,62,39,26,19,27,19,67,62,22,19,18,21,7,0,11,14,145,131,15,9,3,3,11,6,4,3,3-4-2-1,6.9,4-1-4-1,6.97,4.684210526315789,21.57894736842105,10.5,11.0,10.666666666666666,10.12,15.39,6.5,,
254,Саутгемптон,Бернли,Саймон Хупер,1.66,3.9,5.0,19,1,1,1187,641,546,63,37,8,11,2,2,518,297,68,72,26,12,19,16,59,55,26,23,11,18,4,3,7,10,202,174,10,9,2,6,6,6,4,3,4-2-2-2,6.72,4-4-2,6.77,3.7142857142857135,21.285714285714285,11.0,12.36,11.166666666666666,11.12,7.44,9.92,,
255,Норвич,Ливерпуль,Стюарт Аттвелл,9.0,5.75,1.3,16,0,0,169,2536,-2367,36,64,5,11,1,2,373,624,70,69,3,30,12,16,43,38,11,13,17,16,2,7,23,5,137,163,5,17,1,6,3,11,2,6,4-2-3-1,6.75,4-3-3,7.09,4.583333333333333,19.916666666666668,9.583333333333334,9.88,8.916666666666666,8.36,45.43,8.15,,
256,Астон Вилла,Тоттенхэм,Мартин Аткинсон,3.8,3.75,1.9,22,1,2,1457,1133,324,54,46,12,10,2,0,444,386,67,49,29,15,27,20,54,68,16,19,14,24,12,7,15,11,177,143,18,23,4,10,12,19,6,4,3-4-3,6.82,4-2-3-1,6.85,3.0,21.80952380952381,11.833333333333334,11.44,10.5,9.96,9.48,8.72,,
257,Арсенал,Ньюкасл,Ли Мейсон,1.44,4.5,7.5,24,0,0,1739,600,1139,68,32,15,9,2,0,643,295,39,44,24,15,23,18,49,61,16,16,12,18,5,6,10,10,111,102,15,10,7,2,10,5,5,5,4-2-3-1,6.85,5-4-1,6.8,3.8333333333333335,23.416666666666668,11.666666666666666,10.8,8.666666666666666,9.2,5.66,19.56,,
258,Челси,Манчестер Юнайтед,Энтони Тейлор,1.95,3.4,4.0,22,0,1,1088,845,243,61,39,11,11,4,3,606,382,54,43,23,16,15,13,54,45,15,16,18,12,9,8,7,15,138,130,17,9,1,3,11,7,6,2,4-3-3,6.95,3-4-1-2,6.87,4.25,20.2,8.416666666666666,10.12,10.166666666666666,11.24,8.96,13.04,,
259,Манчестер Сити,Вест Хэм,Кевин Френд,1.12,9.5,17.0,12,1,0,2516,115,2401,77,23,5,7,0,1,896,254,47,43,35,11,24,12,43,38,8,11,11,15,6,1,7,14,132,111,20,3,7,0,13,2,7,1,4-3-3,7.08,5-3-2,6.79,3.555555555555556,21.444444444444443,9.583333333333334,10.36,11.666666666666666,10.64,10.23,25.82,,
260,Челси,Тоттенхэм,Майкл Оливер,1.8,3.6,4.5,28,1,0,1445,656,789,49,51,14,14,1,2,551,572,62,54,11,14,17,23,66,74,15,20,26,24,3,5,15,8,147,172,17,5,7,3,8,3,9,2,3-4-2-1,6.94,5-4-1,6.86,3.2,19.85,8.615384615384615,10.153846153846152,10.461538461538462,9.961538461538462,7.53,11.0,,
261,Бернли,Борнмут,Майк Дин,2.15,3.25,3.5,18,0,0,1318,1058,260,42,58,9,9,4,3,306,430,72,45,25,22,13,18,53,49,18,21,22,12,7,3,9,6,156,146,16,12,10,4,7,8,9,4,4-4-2,6.77,4-3-3,6.79,4.75,21.65,11.076923076923077,11.115384615384617,10.307692307692308,9.23076923076923,10.95,11.36,,
262,Кристал Пэлас,Ньюкасл,Питер Бэнкс,2.1,3.2,3.75,26,1,0,1247,437,810,44,56,15,11,2,6,356,447,57,66,16,17,18,28,68,58,22,13,22,16,7,5,17,14,145,158,18,8,9,2,12,2,6,6,4-3-3,6.78,5-4-1,6.79,4.0,22.33333333333333,10.461538461538462,10.76923076923077,8.692307692307692,9.192307692307692,6.88,9.65,,
263,Шеффилд Юнайтед,Брайтон,Грэм Скотт,1.85,3.5,4.333333333333334,11,1,1,2279,284,1995,66,34,5,6,0,2,532,285,87,55,50,6,22,15,58,51,22,24,15,15,12,2,8,12,202,152,13,9,3,2,10,6,3,3,3-5-2,6.87,5-3-2,6.84,3.2857142857142856,18.142857142857142,10.846153846153848,11.076923076923077,10.692307692307692,10.307692307692308,7.33,15.67,,
264,Саутгемптон,Астон Вилла,Крэйг Поусон,1.66,4.1,4.75,30,1,0,1735,497,1238,45,55,13,17,1,4,341,398,74,71,19,20,20,12,79,57,32,23,17,13,9,6,12,10,153,161,28,4,9,1,13,3,15,1,4-4-2,6.71,3-4-2-1,6.82,4.307692307692308,25.23076923076923,10.76923076923077,12.192307692307692,11.076923076923077,11.461538461538462,7.48,5.92,,
265,Лестер,Манчестер Сити,Пол Тирни,5.25,4.75,1.53,24,0,0,600,2094,-1494,31,69,14,10,0,0,311,677,52,54,11,20,26,14,50,49,8,9,14,15,3,7,12,15,121,121,10,18,3,7,5,10,5,8,3-5-2,6.96,4-3-3,7.09,3.1666666666666665,24.05555555555556,9.615384615384617,10.115384615384617,11.076923076923077,10.153846153846152,23.13,6.07,,
266,Манчестер Юнайтед,Уотфорд,Мартин Аткинсон,1.5699999999999998,4.0,6.0,21,1,0,1694,328,1366,58,42,6,15,0,1,597,420,65,57,10,21,17,18,67,51,18,22,21,16,3,5,18,17,155,170,21,7,9,2,15,4,6,3,4-2-3-1,6.88,4-2-3-1,6.75,2.9545454545454546,21.818181818181817,12.23076923076923,11.23076923076923,10.923076923076923,12.115384615384617,9.18,9.18,,
267,Вулверхэмптон,Норвич,Крис Кавана,1.5,4.333333333333334,6.5,17,2,0,1166,798,368,39,61,11,6,2,3,378,588,62,50,15,8,18,22,59,44,12,7,32,16,4,1,17,8,135,152,19,6,6,4,13,3,6,3,3-5-2,6.9,4-2-3-1,6.75,3.111111111111111,20.33333333333333,10.692307692307692,11.076923076923077,10.153846153846152,9.692307692307692,10.57,9.74,,
268,Арсенал,Эвертон,Стюарт Аттвелл,1.95,3.7,3.7,24,2,2,1105,963,142,51,49,12,12,0,4,491,455,47,42,15,23,19,13,41,57,9,19,13,21,6,3,12,14,117,111,9,17,4,5,8,12,1,5,4-2-3-1,6.87,4-4-2,6.85,4.461538461538462,19.615384615384617,11.923076923076923,10.961538461538462,13.153846153846152,12.038461538461538,13.6,10.78,,
269,Ливерпуль,Вест Хэм,Джонатан Мосс,1.13,9.0,17.0,14,1,1,2926,437,2489,69,31,4,10,0,3,626,269,45,67,38,25,27,34,71,68,23,25,23,19,16,8,8,14,166,153,25,7,7,4,18,6,7,1,4-3-3,7.09,4-2-3-1,6.78,3.8333333333333335,19.61111111111111,7.846153846153846,8.461538461538462,11.307692307692308,10.5,3.36,33.7,,
270,Норвич,Лестер,Крэйг Поусон,4.2,3.8,1.83,29,0,0,828,1410,-582,42,58,13,16,1,2,344,468,60,52,16,22,21,17,62,49,9,13,22,15,6,7,11,9,136,137,11,19,6,4,6,11,5,8,4-2-3-1,6.74,4-1-4-1,6.96,4.357142857142857,25.571428571428573,9.23076923076923,9.555555555555555,10.615384615384617,10.25925925925926,8.18,7.52,,
271,Брайтон,Кристал Пэлас,Мартин Аткинсон,2.1,3.25,3.75,17,0,0,1791,512,1279,66,34,8,9,2,1,538,273,57,51,33,12,17,11,77,54,31,18,26,23,8,7,10,9,158,159,23,12,8,3,13,11,10,1,4-2-3-1,6.83,4-1-4-1,6.8,2.869565217391304,21.782608695652176,9.923076923076923,10.148148148148149,11.076923076923077,10.925925925925926,6.17,17.06,,
272,Борнмут,Челси,Андре Марринер,4.1,3.7,1.85,13,0,1,662,2642,-1980,26,74,8,5,2,2,301,808,53,58,11,44,18,12,44,60,19,24,8,18,4,14,12,11,145,154,9,23,5,6,9,14,0,9,4-3-3,6.79,3-4-2-1,6.94,2.533333333333333,18.0,8.153846153846153,9.22222222222222,11.692307692307692,10.296296296296296,17.23,5.46,,
273,Ньюкасл,Бернли,Энди Мэдли,2.62,3.2,2.75,20,0,0,1139,821,318,54,46,11,9,4,3,376,323,69,75,27,18,13,12,54,64,22,34,19,14,11,7,7,7,184,181,21,7,4,0,12,5,9,2,4-4-2,6.78,4-4-2,6.79,3.875,23.0,9.692307692307692,9.25925925925926,11.153846153846152,11.037037037037036,6.64,8.86,,
274,Вест Хэм,Саутгемптон,Энтони Тейлор,2.45,3.5,2.75,19,2,1,897,1253,-356,33,67,8,11,1,1,257,521,59,61,23,29,20,19,66,64,34,28,16,17,4,9,10,13,165,190,14,10,7,2,10,7,4,3,4-4-2,6.77,4-4-2,6.74,4.380952380952381,20.285714285714285,9.692307692307692,10.48148148148148,13.615384615384617,12.22222222222222,14.58,4.55,,
275,Уотфорд,Ливерпуль,Майкл Оливер,6.5,4.75,1.45,12,0,0,614,1290,-676,29,71,4,8,0,0,299,732,56,51,13,26,10,16,47,37,20,17,13,8,3,5,17,5,143,171,14,7,5,1,10,3,4,4,4-2-3-1,6.74,4-3-3,7.09,3.1904761904761907,20.23809523809524,13.307692307692308,12.22222222222222,9.076923076923077,8.296296296296296,33.18,11.55,,
276,Эвертон,Манчестер Юнайтед,Крис Кавана,2.8,3.4,2.5,22,1,1,1254,1007,247,44,56,11,11,3,4,327,431,60,50,28,21,15,17,51,54,16,15,14,16,13,8,11,7,150,158,16,14,5,5,12,5,4,9,4-4-2,6.85,4-3-1-2,6.9,3.210526315789474,20.157894736842103,10.923076923076923,12.037037037037036,10.23076923076923,11.037037037037036,8.38,9.12,,
277,Тоттенхэм,Вулверхэмптон,Стюарт Аттвелл,2.75,3.1,2.7,26,2,1,1141,751,390,65,35,12,14,3,2,621,322,48,72,22,16,24,26,68,68,21,18,22,25,4,5,6,17,151,130,13,14,5,4,10,11,3,3,3-4-3,6.85,3-4-3,6.92,4.428571428571429,19.928571428571427,9.461538461538462,10.11111111111111,11.461538461538462,11.074074074074074,7.0,12.71,,
278,Астон Вилла,Шеффилд Юнайтед,Майкл Оливер,3.3,3.25,2.3,25,0,0,1010,684,326,45,55,11,14,1,1,382,483,75,70,26,20,17,9,60,67,28,33,8,18,12,4,5,6,136,140,14,5,6,1,12,3,2,2,4-3-3,6.79,3-5-2,6.88,3.0454545454545454,19.863636363636363,11.846153846153848,11.666666666666666,11.307692307692308,10.851851851851851,16.21,7.93,,
279,Манчестер Сити,Арсенал,Энтони Тейлор,1.28,6.0,9.0,16,1,0,1937,223,1714,67,33,9,7,1,1,692,333,49,31,9,8,20,5,33,29,6,2,7,15,5,2,13,8,86,87,20,3,12,0,15,2,5,1,4-3-3,7.08,4-3-2-1,6.88,4.2727272727272725,20.227272727272727,9.23076923076923,10.148148148148149,10.0,11.0,9.48,26.53,,
280,Ливерпуль,Борнмут,Пол Тирни,1.2,7.5,12.0,22,2,1,2241,423,1818,74,26,10,12,0,1,729,246,59,59,30,14,20,9,51,41,19,19,7,9,9,4,11,13,160,137,14,6,6,4,8,5,6,1,4-3-3,7.07,4-1-4-1,6.79,3.0,24.05263157894737,7.571428571428571,8.285714285714286,10.214285714285714,9.178571428571429,4.75,20.29,,
