Unnamed: 0,Team1,Team2,Referee,Coef_1,Coef_X,Coef_2,Total_Fouls,Team1_Score,Team2_Score,Team1_Intensive,Team2_Intensive,Intensive,Team1_Ball_possession,Team2_Ball_possession,Team1_Fouls,Team2_Fouls,Team1_Yellow_cards,Team2_Yellow_cards,Team1_Passes,Team2_Passes,Team1_Long_balls,Team2_Long_balls,Team1_Crosses,Team2_Crosses,Team1_Dribbles,Team2_Dribbles,Team1_Duels_won,Team2_Duels_won,Team1_Aerials_won,Team2_Aerials_won,Team1_Tackles,Team2_Tackles,Team1_Corner_kicks,Team2_Corner_kicks,Team1_Interceptions,Team2_Interceptions,Team1_Possession_lost,Team2_Possession_lost,Team1_Total_shots,Team2_Total_shots,Team1_Shots_on_target,Team2_Shots_on_target,Team1_Shots_inside_box,Team2_Shots_inside_box,Team1_Shots_outside_box,Team2_Shots_outside_box,Team1_Clearances,Team2_Clearances,Team1_Accurate_passes,Team2_Accurate_passes,Team1_Formation,Team1_Ratings,Team2_Formation,Team2_Ratings,Team1_PPDA,Team2_PPDA,Team1_Pre_PPDA,Team2_Pre_PPDA
248,Атлетик Бильбао,футбольный клуб Барселона,Хесус Хиль Мансано,3.5,3.3,2.15,20,0,1,815,1064,-249,37,63,13,7,2,1,319,566,58,63,22,18,16,30,54,57,10,19,26,11,5,3,8,4,140,144,15,10,5,2,9,7,6,3,12,21,231,483,4-2-3-1,6.82,4-3-3,7.08,11.84,13.45,,
249,Жирона,Атл. Мадрид,Марио Мелеро Лопес,3.8,3.4,2.0,18,0,1,838,1068,-230,50,50,6,12,2,3,530,537,46,38,14,15,6,17,35,31,7,8,12,6,1,3,13,10,104,114,6,14,4,4,3,10,3,4,14,15,465,458,4-1-4-1,6.77,5-3-2,6.93,17.81,20.88,,
250,Вальядолид,Атлетик Бильбао,Хавьер Альберола Рохас,4.0,3.5,1.91,23,1,3,845,1413,-568,48,52,9,14,2,2,395,425,65,63,18,25,24,19,59,64,18,27,12,16,2,9,12,4,136,142,15,16,3,6,9,12,6,4,14,21,312,326,4-2-3-1,6.79,4-2-3-1,6.82,9.33,7.8,,
251,Альмерия,Кадис,Карлос Дель Серро Гранде,2.1,3.3,3.6,24,1,1,1465,498,967,67,33,12,12,1,4,468,237,57,58,30,8,19,13,57,57,25,18,15,21,5,2,6,2,159,149,17,10,5,4,12,5,5,5,23,30,380,145,4-2-3-1,6.73,4-4-2,6.71,5.2,24.0,,
252,Райо Вальекано,Жирона,Пабло Гонсалес Фуэртес,2.05,3.3,3.8,31,2,2,1109,1075,34,47,53,15,16,2,2,375,415,65,67,14,20,10,17,49,45,16,10,10,9,3,5,10,11,126,130,15,12,3,4,10,8,5,4,13,13,286,329,4-2-3-1,6.77,4-1-4-1,6.77,8.44,7.57,,
253,Эспаньол,Сельта,Гильермо Куадра Фернандес,3.0,3.0,2.63,23,1,3,1260,602,658,56,44,11,12,2,2,455,365,69,63,23,5,26,20,68,47,19,12,18,12,4,1,11,9,144,126,11,8,3,4,8,8,3,0,2,23,365,279,4-2-3-1,6.78,4-4-2,6.8,9.32,12.18,,
254,Атл. Мадрид,Валенсия,Хосе Луис Мунуэра Монтеро,1.5,4.0,6.5,21,3,0,1437,629,808,56,44,12,9,2,0,566,440,70,57,11,20,11,25,53,39,17,8,19,10,4,2,4,9,118,134,14,9,6,1,12,4,2,5,15,11,488,358,5-3-2,6.93,4-5-1,6.81,10.57,20.0,,
255,Бетис,Мальорка,Валентин Писарро Гомес,1.95,3.1,4.75,23,1,0,1023,653,370,60,40,8,15,1,2,572,364,54,65,16,22,27,21,68,59,20,22,17,15,4,4,7,10,146,155,10,5,3,1,3,2,7,3,29,19,485,258,4-2-3-1,6.83,5-3-2,6.78,7.68,14.36,,
256,Осасуна,Вильярреал,Алехандро Мунис Руис,3.0,3.1,2.5,22,0,3,1578,858,720,55,45,15,7,3,2,455,397,62,55,39,6,21,23,44,67,16,19,13,20,7,1,9,7,150,123,10,12,2,6,7,7,3,5,9,35,371,310,4-3-3,6.79,4-3-3,6.86,7.43,13.13,,
257,Реал Сосьедад,Эльче,Хосе Мария Санчес Мартинес,1.4,4.5,9.0,32,2,0,1512,401,1111,61,39,16,16,2,1,494,319,41,73,14,7,24,29,64,59,14,14,19,12,5,3,9,11,129,145,17,4,4,3,10,2,7,2,10,16,407,222,4-1-3-2,6.82,5-3-2,6.63,4.63,11.77,,
258,Хетафе,Севилья,Антонио Матеу Лаос,2.63,3.0,2.88,32,2,0,1005,951,54,37,63,22,10,4,2,298,526,74,82,20,12,14,18,53,63,23,16,14,16,4,1,10,13,141,141,15,11,4,4,10,4,5,7,6,21,202,430,3-4-3,6.73,5-4-1,6.78,8.03,11.82,,
259,футбольный клуб Барселона,Реал Мадрид,Рикардо де Бургос Бенгоэчеа,2.2,3.4,3.25,25,2,1,1672,555,1117,54,46,12,13,4,3,558,484,34,46,30,9,23,18,55,43,7,9,18,14,8,1,8,9,119,114,17,11,7,3,12,6,5,5,13,20,496,414,4-3-3,7.07,4-2-3-1,7.05,10.48,13.41,,
260,Мальорка,Осасуна,Исидро Диас де Мера Эскудерос,2.15,2.9,4.0,36,0,0,636,920,-284,42,58,19,17,7,3,289,404,59,67,15,22,7,15,69,66,35,30,14,10,2,3,7,5,137,149,10,11,1,2,7,6,3,5,21,20,201,312,5-4-1,6.77,4-3-3,6.78,8.78,5.91,,
261,Жирона,Эспаньол,Мигель Анхель Ортис Ариас,1.91,3.5,4.0,28,2,1,1561,490,1071,62,38,12,16,4,2,464,283,55,79,21,13,18,10,52,56,14,23,12,18,5,2,1,10,145,140,14,5,4,1,10,3,4,2,18,20,374,183,4-1-4-1,6.77,4-4-1-1,6.77,8.73,10.74,,
262,Атлетик Бильбао,Хетафе,Хавьер Иглесиас Вильянуэва,1.67,3.5,5.5,18,0,0,1981,528,1453,65,35,9,9,0,0,499,284,63,77,45,12,27,13,63,59,22,23,16,20,13,3,11,18,191,158,16,10,3,1,10,8,6,2,12,29,390,172,4-3-3,6.82,5-3-2,6.73,5.89,12.35,,
263,Кадис,Севилья,Сесар Сото Градо,3.4,3.1,2.3,23,0,2,1457,1159,298,50,50,9,14,3,4,329,351,83,74,36,18,16,18,53,60,21,23,14,17,8,4,3,9,189,159,14,11,3,5,8,8,6,3,13,40,211,246,4-4-2,6.72,4-2-3-1,6.77,7.94,5.58,,
264,Эльче,футбольный клуб Барселона,Карлос Дель Серро Гранде,9.5,5.0,1.33,22,0,4,1587,1489,98,41,59,11,11,0,3,332,521,51,43,31,15,19,18,52,49,11,17,19,11,11,3,7,7,136,122,15,12,2,6,10,8,5,4,9,35,253,453,4-4-1-1,6.63,4-3-3,7.07,11.87,8.15,,
265,Сельта,Альмерия,Алехандро Эрнандес,1.5,4.333333333333334,6.5,25,2,2,1397,550,847,57,43,13,12,3,5,508,398,49,59,23,6,12,21,52,42,12,12,18,8,4,1,8,15,122,133,21,8,5,3,14,6,7,2,9,15,425,308,4-4-2,6.8,4-4-2,6.73,10.12,11.48,,
266,Реал Мадрид,Вальядолид,Хуан Луис Пулидо Сантана,1.2,8.0,11.0,28,6,0,2204,488,1716,60,40,17,11,0,1,544,358,41,45,16,14,23,16,44,39,6,3,13,15,9,1,9,8,109,108,29,12,17,2,25,5,4,7,13,16,470,294,4-2-3-1,7.04,3-5-2,6.78,8.75,19.19,,
267,Вильярреал,Реал Сосьедад,Хесус Хиль Мансано,2.55,3.1,3.0,31,2,0,1127,782,345,52,48,12,19,5,3,391,347,62,37,10,19,22,14,59,48,9,15,17,15,4,4,4,5,108,119,16,16,4,3,13,10,3,6,20,12,326,279,4-3-3,6.87,4-1-3-2,6.82,7.13,8.37,,
268,Атл. Мадрид,Бетис,Хуан Мартинес Мунуэра,1.44,4.333333333333334,8.0,31,1,0,1278,365,913,54,46,20,11,1,2,533,467,43,63,25,11,27,24,57,49,9,7,21,13,5,1,4,16,132,125,13,6,7,2,9,5,4,1,15,25,453,390,5-3-2,6.94,4-4-2,6.83,8.46,19.0,,
269,Валенсия,Райо Вальекано,Хорхе Фигероа Васкес,2.05,3.25,3.8,31,1,1,2118,605,1513,61,39,15,16,2,3,490,328,48,73,44,17,26,11,73,58,22,17,19,22,13,3,6,8,168,162,18,7,4,2,13,5,5,2,21,36,400,217,4-3-3,6.8,4-2-3-1,6.77,7.15,6.97,,
270,Севилья,Сельта,Валентин Писарро Гомес,2.15,3.4,3.3,20,2,2,766,1403,-637,30,70,11,9,6,2,248,607,49,53,23,23,9,11,39,43,13,13,13,14,8,3,14,6,130,111,7,9,2,4,4,3,3,6,17,21,172,539,4-2-3-1,6.78,4-4-2,6.81,16.06,9.08,,
271,Осасуна,Эльче,Пабло Гонсалес Фуэртес,1.73,3.6,5.0,22,2,1,2071,296,1775,62,38,15,7,1,3,476,304,50,56,35,9,29,25,61,72,20,18,21,24,9,2,5,10,149,146,22,7,6,1,13,6,9,1,9,21,400,226,4-3-3,6.78,4-3-3,6.63,4.13,17.86,,
272,Эспаньол,Атлетик Бильбао,Хосе Луис Мунуэра Монтеро,4.0,3.2,2.05,32,1,2,466,1299,-833,49,51,14,18,6,4,441,468,51,64,19,14,8,15,55,37,15,8,18,10,8,7,9,6,129,129,9,12,2,7,5,11,4,1,20,22,360,387,4-2-3-1,6.76,4-2-3-1,6.83,14.41,10.4,,
273,Реал Сосьедад,Хетафе,Марио Мелеро Лопес,1.73,3.3,6.0,20,2,0,1150,685,465,61,39,11,9,2,1,576,356,53,59,11,17,17,12,62,54,26,24,17,13,3,2,4,11,149,166,11,6,6,4,6,4,5,2,20,12,468,244,4-3-1-2,6.82,3-4-3,6.74,9.53,18.0,,
274,Реал Мадрид,Вильярреал,Хавьер Альберола Рохас,1.5,4.5,5.75,27,2,3,800,1141,-341,49,51,8,19,0,3,432,443,28,43,9,15,27,30,63,50,3,7,20,19,6,7,6,7,95,108,18,17,4,8,13,10,5,7,19,13,383,382,4-3-3,7.06,4-3-3,6.87,20.0,8.26,,
275,Вальядолид,Мальорка,Алехандро Мунис Руис,2.5,2.8,3.4,33,3,3,1387,705,682,62,38,13,20,3,5,464,279,57,50,14,14,22,11,62,58,16,21,16,19,1,2,3,2,109,107,10,14,6,6,8,9,2,5,12,14,396,208,4-3-3,6.77,5-4-1,6.77,7.24,8.24,,
276,Бетис,Кадис,Гильермо Куадра Фернандес,1.67,3.6,5.5,34,0,2,913,1347,-434,46,54,18,16,3,3,321,384,55,39,14,18,30,11,56,60,10,16,14,24,5,6,5,2,114,108,9,15,3,4,6,12,3,3,13,13,256,321,4-2-3-1,6.83,4-4-2,6.71,18.17,5.31,,
277,Альмерия,Валенсия,Хосе Мария Санчес Мартинес,3.3,3.3,2.2,22,2,1,654,1632,-978,40,60,11,11,3,2,314,445,49,43,8,43,13,32,53,54,15,13,21,13,3,7,5,2,122,151,10,11,4,4,6,7,4,4,25,14,229,364,4-1-3-2,6.73,4-3-3,6.8,17.23,12.23,,
278,Райо Вальекано,Атл. Мадрид,Рикардо де Бургос Бенгоэчеа,4.5,3.6,1.8,15,1,2,1202,908,294,51,49,8,7,0,0,549,542,55,63,26,8,20,12,42,43,8,13,13,15,8,2,6,8,150,129,15,14,3,4,8,13,7,1,7,29,453,454,4-2-3-1,6.76,5-3-2,6.94,15.48,20.77,,
279,футбольный клуб Барселона,Жирона,Антонио Матеу Лаос,1.33,5.5,8.5,28,0,0,1973,447,1526,59,41,14,14,0,2,512,365,53,56,37,9,13,22,53,52,16,14,19,17,12,2,7,7,122,110,18,5,3,0,14,4,4,1,6,22,440,293,4-3-3,7.08,4-1-4-1,6.77,6.72,11.71,,
